# Chunk-averaged data for fix fmobileTastc1 and group mobileTa
# Timestep Number-of-chunks Total-count
# Chunk Coord1 Ncount v_vdisprms density/mass temp c_cdisp[3] v_vdispxy v_vdispxyvec
0 12 263
  8 27.5 3 11.4659 0.288892 600.512 -4.80023 9.1519 -8.10002
  9 32.5 71 4.94705 6.83712 856.591 -4.35015 1.81322 -0.440449
  10 37.5 66 6.29243 6.35563 1041.6 -4.75147 2.9717 -0.879253
  11 42.5 61 6.87292 5.87414 866.586 -5.10406 3.3666 -0.193711
  12 47.5 62 5.92623 5.97044 956.54 -5.42437 2.09532 -0.328077
# Chunk-averaged data for fix fmobileTastc1 and group mobileTa
# Timestep Number-of-chunks Total-count
# Chunk Coord1 Ncount v_vdisprms density/mass temp c_cdisp[3] v_vdispxy v_vdispxyvec
130000 12 263
  1 -7.5 0 0 0 0 0 0 0
  2 -2.5 0 0 0 0 0 0 0
  3 2.5 0 0 0 0 0 0 0
  4 7.5 0 0 0 0 0 0 0
  5 12.5 0 0 0 0 0 0 0
  6 17.5 0 0 0 0 0 0 0
  7 22.5 0 0 0 0 0 0 0
  8 27.5 3 11.4925 0.288892 558.312 -4.87863 9.0585 -8.11464
  9 32.5 71 4.93677 6.83712 1112.86 -4.36594 1.7418 -0.342069
  10 37.5 66 6.33416 6.35563 909.178 -4.75577 3.02482 -0.735168
  11 42.5 61 6.8803 5.87414 885.069 -5.10059 3.35165 -0.175074
  12 47.5 62 5.90522 5.97044 906.803 -5.43371 2.0297 -0.11896
# Chunk-averaged data for fix fmobileTastc1 and group mobileTa
# Timestep Number-of-chunks Total-count
# Chunk Coord1 Ncount v_vdisprms density/mass temp c_cdisp[3] v_vdispxy v_vdispxyvec
135000 12 263
  1 -7.5 0 0 0 0 0 0 0
  2 -2.5 0 0 0 0 0 0 0
  3 2.5 0 0 0 0 0 0 0
  4 7.5 0 0 0 0 0 0 0
  5 12.5 0 0 0 0 0 0 0
  6 17.5 0 0 0 0 0 0 0
  7 22.5 0 0 0 0 0 0 0
  8 27.5 3 11.6428 0.288892 459.489 -5.08203 9.14327 -7.95492
  9 32.5 71 4.94912 6.83712 889.149 -4.36209 1.76663 -0.384423
  10 37.5 66 6.32273 6.35563 1007.51 -4.76346 3.01284 -0.776263
  11 42.5 61 6.88324 5.87414 883.85 -5.11225 3.32576 -0.00539089
  12 47.5 62 5.95957 5.97044 983.188 -5.46358 2.09119 -0.26559
# Chunk-averaged data for fix fmobileTastc1 and group mobileTa
# Timestep Number-of-chunks Total-count
# Chunk Coord1 Ncount v_vdisprms density/mass temp c_cdisp[3] v_vdispxy v_vdispxyvec
140000 12 263
  1 -7.5 0 0 0 0 0 0 0
  2 -2.5 0 0 0 0 0 0 0
  3 2.5 0 0 0 0 0 0 0
  4 7.5 0 0 0 0 0 0 0
  5 12.5 0 0 0 0 0 0 0
  6 17.5 0 0 0 0 0 0 0
  7 22.5 0 0 0 0 0 0 0
  8 27.5 3 11.5562 0.288892 745.284 -4.95797 9.07646 -7.99026
  9 32.5 71 4.97744 6.83712 916.751 -4.40066 1.73906 -0.469019
  10 37.5 66 6.36583 6.35563 846.738 -4.78132 3.06606 -0.701944
  11 42.5 61 6.9191 5.87414 872.782 -5.153 3.33536 0.0896594
  12 47.5 62 5.9288 5.97044 911.261 -5.42736 2.09651 -0.330501
# Chunk-averaged data for fix fmobileTastc1 and group mobileTa
# Timestep Number-of-chunks Total-count
# Chunk Coord1 Ncount v_vdisprms density/mass temp c_cdisp[3] v_vdispxy v_vdispxyvec
145000 12 263
  1 -7.5 0 0 0 0 0 0 0
  2 -2.5 0 0 0 0 0 0 0
  3 2.5 0 0 0 0 0 0 0
  4 7.5 0 0 0 0 0 0 0
  5 12.5 0 0 0 0 0 0 0
  6 17.5 0 0 0 0 0 0 0
  7 22.5 0 0 0 0 0 0 0
  8 27.5 3 11.6933 0.288892 377.697 -5.01193 9.21979 -8.12403
  9 32.5 71 4.96906 6.83712 834.901 -4.3863 1.75089 -0.391763
  10 37.5 66 6.40547 6.35563 893.183 -4.82241 3.05656 -0.644735
  11 42.5 61 6.94597 5.87414 973.611 -5.17127 3.32778 0.0151334
  12 47.5 62 5.97296 5.97044 934.352 -5.42492 2.18564 -0.24943
