# Chunk-averaged data for fix fmobilestc1 and group mobile
# Timestep Number-of-chunks Total-count
# Chunk Coord1 Ncount v_vdisprms density/mass temp c_cdisp[3] v_vdispxy v_vdispxyvec
0 12 2696
  8 27.5 277 4.36404 10.922 309.942 -0.947196 2.91736 -0.686732
  9 32.5 268 3.91366 9.29008 299.812 -1.05187 2.63951 0.400391
  10 37.5 265 4.08024 8.04998 293.007 -0.884468 2.82754 -0.072801
  11 42.5 256 4.03977 7.62221 281.379 -1.13804 2.87721 -1.21516
  12 47.5 255 2.56268 7.78927 285.849 -1.36863 1.39845 -0.117856
# Chunk-averaged data for fix fmobilestc1 and group mobile
# Timestep Number-of-chunks Total-count
# Chunk Coord1 Ncount v_vdisprms density/mass temp c_cdisp[3] v_vdispxy v_vdispxyvec
855000 12 2696
  1 -7.5 0 0 0 0 0 0 0
  2 -2.5 6 0.254109 0.0510858 59.7836 0.229867 0.082433 0.0490123
  3 2.5 259 2.90019 8.43133 304.195 0.0858762 2.2395 0.260297
  4 7.5 284 3.27746 11.5843 282.609 -0.246681 1.98601 0.430761
  5 12.5 275 4.76468 11.2483 313.623 -0.435332 3.28211 -0.509783
  6 17.5 269 3.94837 11.1107 273.094 -0.546218 2.29945 -0.0112249
  7 22.5 282 4.2051 11.8267 301.23 -0.817939 2.49726 -0.529951
  8 27.5 277 4.37513 10.922 297.655 -0.930275 2.94035 -0.864583
  9 32.5 268 3.92106 9.29008 284.56 -1.02723 2.65096 0.366752
  10 37.5 265 4.06641 8.04998 292.434 -0.862635 2.81475 -0.0522902
  11 42.5 256 4.02953 7.62221 323.722 -1.12688 2.86223 -1.18273
  12 47.5 255 2.56255 7.78927 296.915 -1.36499 1.39981 -0.136629
# Chunk-averaged data for fix fmobilestc1 and group mobile
# Timestep Number-of-chunks Total-count
# Chunk Coord1 Ncount v_vdisprms density/mass temp c_cdisp[3] v_vdispxy v_vdispxyvec
860000 12 2696
  1 -7.5 0 0 0 0 0 0 0
  2 -2.5 6 0.250358 0.0510858 165.884 0.233389 0.0766069 0.0766069
  3 2.5 259 2.89493 8.43133 296.07 0.0815572 2.23258 0.258928
  4 7.5 284 3.27483 11.5843 280.347 -0.24474 1.97828 0.424447
  5 12.5 275 4.73719 11.2483 306.406 -0.44642 3.26989 -0.494362
  6 17.5 269 3.9401 11.1107 290.708 -0.562835 2.2871 -0.00100412
  7 22.5 282 4.19416 11.8267 316.124 -0.82631 2.48741 -0.563813
  8 27.5 277 4.37875 10.922 288.068 -0.937496 2.94499 -0.863821
  9 32.5 268 3.92377 9.29008 295.589 -1.04483 2.64159 0.382844
  10 37.5 265 4.07465 8.04998 268.442 -0.858156 2.82104 -0.0839148
  11 42.5 256 4.02963 7.62221 276.903 -1.12476 2.87216 -1.43129
  12 47.5 255 2.55853 7.78927 295.142 -1.3616 1.3948 -0.132109
# Chunk-averaged data for fix fmobilestc1 and group mobile
# Timestep Number-of-chunks Total-count
# Chunk Coord1 Ncount v_vdisprms density/mass temp c_cdisp[3] v_vdispxy v_vdispxyvec
865000 12 2696
  1 -7.5 0 0 0 0 0 0 0
  2 -2.5 6 0.280396 0.0510858 102.373 0.243608 0.113928 0.0524163
  3 2.5 259 2.89922 8.43133 313.849 0.0941933 2.23934 0.261634
  4 7.5 284 3.27293 11.5843 307.492 -0.23482 1.97618 0.415396
  5 12.5 275 4.73752 11.2483 303.761 -0.426181 3.2695 -0.562497
  6 17.5 269 3.94813 11.1107 277.478 -0.552922 2.29119 -0.0218121
  7 22.5 282 4.20825 11.8267 300.769 -0.807768 2.4936 -0.507424
  8 27.5 277 4.37227 10.922 304.96 -0.924341 2.9363 -0.913701
  9 32.5 268 3.91851 9.29008 296.988 -1.02996 2.63925 0.405282
  10 37.5 265 4.07612 8.04998 296.976 -0.857811 2.81961 -0.0842173
  11 42.5 256 4.04257 7.62221 299.175 -1.11548 2.88017 -1.18774
  12 47.5 255 2.5647 7.78927 293.996 -1.357 1.39323 -0.150251
# Chunk-averaged data for fix fmobilestc1 and group mobile
# Timestep Number-of-chunks Total-count
# Chunk Coord1 Ncount v_vdisprms density/mass temp c_cdisp[3] v_vdispxy v_vdispxyvec
870000 12 2696
  1 -7.5 0 0 0 0 0 0 0
  2 -2.5 6 0.238974 0.0510858 161.077 0.213486 0.0772784 0.0597381
  3 2.5 259 2.8838 8.43133 289.256 0.0863911 2.22487 0.25908
  4 7.5 284 3.26175 11.5843 318.194 -0.243253 1.97049 0.251666
  5 12.5 275 4.74042 11.2483 302.993 -0.446788 3.26869 -0.54731
  6 17.5 269 3.94234 11.1107 280.839 -0.544635 2.29853 -0.0581781
  7 22.5 282 4.19715 11.8267 293.94 -0.82327 2.48706 -0.53606
  8 27.5 277 4.35056 10.922 281.927 -0.926844 2.91082 -0.686395
  9 32.5 268 3.92558 9.29008 307.104 -1.03382 2.63175 0.372726
  10 37.5 265 4.07867 8.04998 275.857 -0.868788 2.82265 -0.0892787
  11 42.5 256 4.02656 7.62221 304.431 -1.12355 2.85999 -1.15444
  12 47.5 255 2.55346 7.78927 295.898 -1.3571 1.38364 -0.113967
# Chunk-averaged data for fix fmobilestc1 and group mobile
# Timestep Number-of-chunks Total-count
# Chunk Coord1 Ncount v_vdisprms density/mass temp c_cdisp[3] v_vdispxy v_vdispxyvec
875000 12 2696
  1 -7.5 0 0 0 0 0 0 0
  2 -2.5 6 0.251947 0.0510858 86.1956 0.217939 0.101526 0.0781203
  3 2.5 259 2.89218 8.43133 301.591 0.0812438 2.22364 0.229869
  4 7.5 284 3.26582 11.5843 296.913 -0.2412 1.9718 0.369615
  5 12.5 275 4.73619 11.2483 331.712 -0.444668 3.26819 -0.549936
  6 17.5 269 3.94129 11.1107 310.978 -0.558955 2.2947 0.00779324
  7 22.5 282 4.19878 11.8267 300.665 -0.814963 2.49361 -0.520916
  8 27.5 277 4.37668 10.922 289.104 -0.918472 2.94137 -0.843342
  9 32.5 268 3.93474 9.29008 310.545 -1.02984 2.65052 0.366411
  10 37.5 265 4.07595 8.04998 327.089 -0.859569 2.81335 -0.0620079
  11 42.5 256 4.03325 7.62221 288.448 -1.12051 2.86994 -0.973114
  12 47.5 255 2.55397 7.78927 284.344 -1.35522 1.38978 -0.13026
# Chunk-averaged data for fix fmobilestc1 and group mobile
# Timestep Number-of-chunks Total-count
# Chunk Coord1 Ncount v_vdisprms density/mass temp c_cdisp[3] v_vdispxy v_vdispxyvec
880000 12 2696
  1 -7.5 0 0 0 0 0 0 0
  2 -2.5 6 0.255623 0.0510858 93.3653 0.232101 0.093786 0.093786
  3 2.5 259 2.89017 8.43133 305.542 0.0929436 2.22755 0.27346
  4 7.5 284 3.27467 11.5843 284.587 -0.255813 1.97788 0.465052
  5 12.5 275 4.75438 11.2483 290.245 -0.45678 3.28349 -0.518814
  6 17.5 269 3.96487 11.1107 292.537 -0.576227 2.30447 -0.0631899
  7 22.5 282 4.20438 11.8267 314.78 -0.836985 2.48301 -0.526692
  8 27.5 277 4.37375 10.922 308.669 -0.932694 2.9279 -0.886156
  9 32.5 268 3.92744 9.29008 294.66 -1.02396 2.64289 0.216375
  10 37.5 265 4.06362 8.04998 301.541 -0.83236 2.81354 -0.104204
  11 42.5 256 4.03195 7.62221 317.969 -1.10667 2.87256 -1.20257
  12 47.5 255 2.5459 7.78927 323.614 -1.34244 1.39172 -0.125742
# Chunk-averaged data for fix fmobilestc1 and group mobile
# Timestep Number-of-chunks Total-count
# Chunk Coord1 Ncount v_vdisprms density/mass temp c_cdisp[3] v_vdispxy v_vdispxyvec
885000 12 2696
  1 -7.5 0 0 0 0 0 0 0
  2 -2.5 6 0.267991 0.0510858 193.202 0.231799 0.113423 0.113423
  3 2.5 259 2.88327 8.43133 285.738 0.0934369 2.22469 0.22736
  4 7.5 284 3.27832 11.5843 276.547 -0.259158 1.97715 0.211589
  5 12.5 275 4.73336 11.2483 289.017 -0.450946 3.27051 -0.557242
  6 17.5 269 3.94935 11.1107 300.226 -0.569166 2.29355 -0.0418532
  7 22.5 282 4.20041 11.8267 285.009 -0.827301 2.48386 -0.52938
  8 27.5 277 4.36389 10.922 301.612 -0.938935 2.91233 -0.826609
  9 32.5 268 3.92509 9.29008 294.726 -1.03531 2.63854 0.404756
  10 37.5 265 4.07532 8.04998 270.304 -0.853968 2.82389 -0.0755839
  11 42.5 256 4.04307 7.62221 287.622 -1.10979 2.88466 -1.13416
  12 47.5 255 2.56976 7.78927 293.798 -1.35106 1.41366 -0.0794283
# Chunk-averaged data for fix fmobilestc1 and group mobile
# Timestep Number-of-chunks Total-count
# Chunk Coord1 Ncount v_vdisprms density/mass temp c_cdisp[3] v_vdispxy v_vdispxyvec
890000 12 2696
  1 -7.5 0 0 0 0 0 0 0
  2 -2.5 6 0.293195 0.0510858 257.579 0.258404 0.108672 0.108672
  3 2.5 259 2.88991 8.43133 300.078 0.0849908 2.22915 0.240317
  4 7.5 284 3.27725 11.5843 281.416 -0.238494 1.97415 0.436757
  5 12.5 275 4.74499 11.2483 297.952 -0.434781 3.27707 -0.522845
  6 17.5 269 3.95247 11.1107 296.522 -0.556165 2.30145 -0.0795144
  7 22.5 282 4.20213 11.8267 302.825 -0.821183 2.49872 -0.53972
  8 27.5 277 4.35887 10.922 280.406 -0.929612 2.91056 -0.896684
  9 32.5 268 3.91966 9.29008 312.369 -1.02954 2.64046 0.167931
  10 37.5 265 4.05917 8.04998 304.463 -0.857209 2.80647 -0.103185
  11 42.5 256 4.02003 7.62221 310.56 -1.1178 2.85616 -1.36988
  12 47.5 255 2.54453 7.78927 283.245 -1.3514 1.38781 -0.11665
# Chunk-averaged data for fix fmobilestc1 and group mobile
# Timestep Number-of-chunks Total-count
# Chunk Coord1 Ncount v_vdisprms density/mass temp c_cdisp[3] v_vdispxy v_vdispxyvec
895000 12 2696
  1 -7.5 0 0 0 0 0 0 0
  2 -2.5 6 0.307867 0.0510858 201.863 0.265267 0.117562 0.117562
  3 2.5 259 2.89324 8.43133 269.895 0.100858 2.22915 0.245093
  4 7.5 284 3.28208 11.5843 297.212 -0.240795 1.98215 0.406559
  5 12.5 275 4.74187 11.2483 319.354 -0.441842 3.27909 -0.511904
  6 17.5 269 3.96112 11.1107 293.236 -0.555541 2.30333 -0.0272976
  7 22.5 282 4.20315 11.8267 298.349 -0.815267 2.49468 -0.58905
  8 27.5 277 4.34658 10.922 289.728 -0.937236 2.90181 -0.737057
  9 32.5 268 3.91944 9.29008 300.245 -1.03978 2.63262 0.363636
  10 37.5 265 4.07291 8.04998 284.987 -0.848214 2.81602 -0.0766644
  11 42.5 256 4.04194 7.62221 293.471 -1.10278 2.87961 -1.4239
  12 47.5 255 2.55199 7.78927 283.828 -1.34315 1.39134 -0.127658
# Chunk-averaged data for fix fmobilestc1 and group mobile
# Timestep Number-of-chunks Total-count
# Chunk Coord1 Ncount v_vdisprms density/mass temp c_cdisp[3] v_vdispxy v_vdispxyvec
900000 12 2696
  1 -7.5 0 0 0 0 0 0 0
  2 -2.5 6 0.268148 0.0510858 73.0611 0.243123 0.0927273 0.0927273
  3 2.5 259 2.89964 8.43133 284.002 0.0931748 2.23297 0.270907
  4 7.5 284 3.27526 11.5843 278.07 -0.246244 1.97561 0.221139
  5 12.5 275 4.75822 11.2483 299.45 -0.429028 3.28554 -0.525394
  6 17.5 269 3.95973 11.1107 311.198 -0.538962 2.30885 -0.066834
  7 22.5 282 4.19088 11.8267 293.129 -0.807219 2.49382 -0.553986
  8 27.5 277 4.35925 10.922 283.457 -0.9289 2.91416 -0.857356
  9 32.5 268 3.90914 9.29008 294.757 -1.02992 2.62947 0.193686
  10 37.5 265 4.05347 8.04998 276.552 -0.852811 2.80123 -0.079198
  11 42.5 256 4.03201 7.62221 305.044 -1.12458 2.86346 -0.933188
  12 47.5 255 2.54929 7.78927 282.427 -1.35927 1.39238 -0.154681
# Chunk-averaged data for fix fmobilestc1 and group mobile
# Timestep Number-of-chunks Total-count
# Chunk Coord1 Ncount v_vdisprms density/mass temp c_cdisp[3] v_vdispxy v_vdispxyvec
905000 12 2696
  1 -7.5 0 0 0 0 0 0 0
  2 -2.5 6 0.307657 0.0510858 64.0679 0.269469 0.131572 0.131572
  3 2.5 259 2.8934 8.43133 278.596 0.0980635 2.22698 0.221443
  4 7.5 284 3.27541 11.5843 279.73 -0.247605 1.97479 0.38102
  5 12.5 275 4.7521 11.2483 289.509 -0.427773 3.27455 -0.493408
  6 17.5 269 3.95929 11.1107 306.649 -0.529642 2.30099 -0.0566129
  7 22.5 282 4.19888 11.8267 300.906 -0.792996 2.48368 -0.533257
  8 27.5 277 4.36623 10.922 274.386 -0.916529 2.92712 -0.821091
  9 32.5 268 3.91862 9.29008 286.416 -1.0322 2.64602 0.360221
  10 37.5 265 4.06378 8.04998 302.138 -0.852916 2.80909 -0.0615008
  11 42.5 256 4.03538 7.62221 332.816 -1.11057 2.86833 -1.1531
  12 47.5 255 2.55744 7.78927 300.797 -1.35348 1.39445 -0.1261
# Chunk-averaged data for fix fmobilestc1 and group mobile
# Timestep Number-of-chunks Total-count
# Chunk Coord1 Ncount v_vdisprms density/mass temp c_cdisp[3] v_vdispxy v_vdispxyvec
910000 12 2696
  1 -7.5 0 0 0 0 0 0 0
  2 -2.5 6 0.289414 0.0510858 131.795 0.26623 0.0887033 0.053856
  3 2.5 259 2.895 8.43133 283.487 0.101695 2.23205 0.259285
  4 7.5 284 3.27541 11.5843 308.313 -0.235215 1.98158 0.398473
  5 12.5 275 4.74354 11.2483 280.919 -0.415899 3.27732 -0.469601
  6 17.5 269 3.95037 11.1107 283.07 -0.536175 2.29936 0.000513717
  7 22.5 282 4.20503 11.8267 285.799 -0.802587 2.48917 -0.551212
  8 27.5 277 4.36466 10.922 319.693 -0.919517 2.91217 -0.847482
  9 32.5 268 3.92678 9.29008 300.296 -1.01234 2.64166 0.354546
  10 37.5 265 4.07509 8.04998 304.328 -0.84494 2.83316 -0.0812693
  11 42.5 256 4.0202 7.62221 304.048 -1.09912 2.86483 -1.18999
  12 47.5 255 2.54708 7.78927 283.134 -1.34586 1.39593 -0.127956
# Chunk-averaged data for fix fmobilestc1 and group mobile
# Timestep Number-of-chunks Total-count
# Chunk Coord1 Ncount v_vdisprms density/mass temp c_cdisp[3] v_vdispxy v_vdispxyvec
915000 12 2696
  1 -7.5 0 0 0 0 0 0 0
  2 -2.5 6 0.275705 0.0510858 114.434 0.218753 0.127748 0.127748
  3 2.5 259 2.88138 8.43133 310.958 0.0895871 2.2231 0.245891
  4 7.5 284 3.26103 11.5843 269.503 -0.240811 1.96457 0.384659
  5 12.5 275 4.75981 11.2483 311.388 -0.43759 3.27471 -0.540935
  6 17.5 269 3.96124 11.1107 298.752 -0.537941 2.29314 0.00797246
  7 22.5 282 4.20612 11.8267 299.041 -0.804553 2.48997 -0.559723
  8 27.5 277 4.36815 10.922 287.57 -0.924623 2.92226 -0.71586
  9 32.5 268 3.91781 9.29008 277.38 -1.03307 2.64268 0.376849
  10 37.5 265 4.06671 8.04998 311.248 -0.851165 2.81122 -0.103729
  11 42.5 256 4.02502 7.62221 285.753 -1.10923 2.86618 -0.958898
  12 47.5 255 2.54872 7.78927 311.209 -1.34727 1.38954 -0.0989909
# Chunk-averaged data for fix fmobilestc1 and group mobile
# Timestep Number-of-chunks Total-count
# Chunk Coord1 Ncount v_vdisprms density/mass temp c_cdisp[3] v_vdispxy v_vdispxyvec
920000 12 2696
  1 -7.5 0 0 0 0 0 0 0
  2 -2.5 6 0.27942 0.0510858 181.166 0.250123 0.110011 0.0552163
  3 2.5 259 2.88765 8.43133 283.177 0.1013 2.2259 0.231104
  4 7.5 284 3.26717 11.5843 290.401 -0.224173 1.97431 0.380606
  5 12.5 275 4.74951 11.2483 293.63 -0.434714 3.27818 -0.552437
  6 17.5 269 3.96293 11.1107 289.675 -0.550118 2.31632 -0.036017
  7 22.5 282 4.22255 11.8267 309.899 -0.821567 2.50636 -0.495814
  8 27.5 277 4.38454 10.922 310.776 -0.940846 2.92616 -0.827799
  9 32.5 268 3.92787 9.29008 302.124 -1.03441 2.65125 0.367528
  10 37.5 265 4.06227 8.04998 270.96 -0.863006 2.81244 -0.292034
  11 42.5 256 4.02213 7.62221 290.385 -1.11277 2.85391 -0.992131
  12 47.5 255 2.55007 7.78927 298.422 -1.34888 1.39092 -0.135157
# Chunk-averaged data for fix fmobilestc1 and group mobile
# Timestep Number-of-chunks Total-count
# Chunk Coord1 Ncount v_vdisprms density/mass temp c_cdisp[3] v_vdispxy v_vdispxyvec
925000 12 2696
  1 -7.5 0 0 0 0 0 0 0
  2 -2.5 6 0.289034 0.0510858 259.309 0.244472 0.122646 0.037536
  3 2.5 259 2.88771 8.43133 287.711 0.0757954 2.23102 0.270563
  4 7.5 284 3.27463 11.5843 313.552 -0.25322 1.987 0.418542
  5 12.5 275 4.75029 11.2483 310.535 -0.448702 3.2804 -0.513323
  6 17.5 269 3.95524 11.1107 299.052 -0.557324 2.29977 -0.0434086
  7 22.5 282 4.22276 11.8267 289.222 -0.822799 2.51115 -0.527471
  8 27.5 277 4.38623 10.922 313.212 -0.931155 2.9321 -0.854039
  9 32.5 268 3.91989 9.29008 311.468 -1.04003 2.64791 0.380308
  10 37.5 265 4.06807 8.04998 332.286 -0.874748 2.82604 -0.0884018
  11 42.5 256 4.04954 7.62221 262.875 -1.13409 2.87977 -1.3431
  12 47.5 255 2.55616 7.78927 290.571 -1.37057 1.39384 -0.092584
# Chunk-averaged data for fix fmobilestc1 and group mobile
# Timestep Number-of-chunks Total-count
# Chunk Coord1 Ncount v_vdisprms density/mass temp c_cdisp[3] v_vdispxy v_vdispxyvec
930000 12 2696
  1 -7.5 0 0 0 0 0 0 0
  2 -2.5 6 0.309029 0.0510858 120.263 0.267686 0.10928 0.10928
  3 2.5 259 2.88141 8.43133 290.576 0.0982504 2.21719 0.22371
  4 7.5 284 3.27722 11.5843 312.122 -0.243717 1.97997 0.42281
  5 12.5 275 4.75254 11.2483 305.619 -0.444156 3.27479 -0.541848
  6 17.5 269 3.96082 11.1107 322.685 -0.5387 2.30144 -0.0529129
  7 22.5 282 4.21332 11.8267 282.991 -0.805455 2.49471 -0.603887
  8 27.5 277 4.38255 10.922 291.023 -0.922981 2.93008 -0.735095
  9 32.5 268 3.93102 9.29008 286.353 -1.02894 2.6612 0.391002
  10 37.5 265 4.06472 8.04998 309.594 -0.856854 2.81598 -0.272277
  11 42.5 256 4.04398 7.62221 288.625 -1.1044 2.87151 -1.12952
  12 47.5 255 2.54312 7.78927 319.357 -1.34513 1.38245 -0.099432
# Chunk-averaged data for fix fmobilestc1 and group mobile
# Timestep Number-of-chunks Total-count
# Chunk Coord1 Ncount v_vdisprms density/mass temp c_cdisp[3] v_vdispxy v_vdispxyvec
935000 12 2696
  1 -7.5 0 0 0 0 0 0 0
  2 -2.5 6 0.282295 0.0510858 53.933 0.246848 0.109359 0.109359
  3 2.5 259 2.8961 8.43133 307.597 0.0996856 2.23201 0.290604
  4 7.5 284 3.27305 11.5843 330.368 -0.236952 1.98148 0.375535
  5 12.5 275 4.74985 11.2483 298.753 -0.429591 3.27447 -0.461692
  6 17.5 269 3.94887 11.1107 321.466 -0.541626 2.2902 0.00569498
  7 22.5 282 4.20953 11.8267 315.199 -0.807742 2.49872 -0.550842
  8 27.5 277 4.3833 10.922 311.297 -0.940231 2.93078 -0.878048
  9 32.5 268 3.92706 9.29008 319.911 -1.04522 2.65325 0.410214
  10 37.5 265 4.06475 8.04998 289.806 -0.867302 2.81985 -0.0929485
  11 42.5 256 4.04331 7.62221 295.448 -1.12325 2.86636 -1.36987
  12 47.5 255 2.55227 7.78927 285.157 -1.34847 1.38791 -0.121472
# Chunk-averaged data for fix fmobilestc1 and group mobile
# Timestep Number-of-chunks Total-count
# Chunk Coord1 Ncount v_vdisprms density/mass temp c_cdisp[3] v_vdispxy v_vdispxyvec
940000 12 2696
  1 -7.5 0 0 0 0 0 0 0
  2 -2.5 6 0.293104 0.0510858 91.3009 0.25745 0.108056 0.067505
  3 2.5 259 2.89382 8.43133 324.166 0.0929099 2.23176 0.241081
  4 7.5 284 3.28111 11.5843 279.635 -0.241428 1.98058 0.370503
  5 12.5 275 4.73736 11.2483 274.647 -0.438533 3.25937 -0.499217
  6 17.5 269 3.95457 11.1107 309.813 -0.556487 2.3003 -0.00695816
  7 22.5 282 4.20693 11.8267 301.698 -0.821643 2.50344 -0.592371
  8 27.5 277 4.3764 10.922 301.62 -0.944021 2.91938 -0.685917
  9 32.5 268 3.92924 9.29008 297.559 -1.05968 2.65174 0.371841
  10 37.5 265 4.06657 8.04998 277.796 -0.884609 2.81182 -0.125121
  11 42.5 256 4.0524 7.62221 303.125 -1.13681 2.87936 -1.16128
  12 47.5 255 2.54712 7.78927 307.394 -1.36214 1.39084 -0.0982872
# Chunk-averaged data for fix fmobilestc1 and group mobile
# Timestep Number-of-chunks Total-count
# Chunk Coord1 Ncount v_vdisprms density/mass temp c_cdisp[3] v_vdispxy v_vdispxyvec
945000 12 2696
  1 -7.5 0 0 0 0 0 0 0
  2 -2.5 6 0.261454 0.0510858 402.101 0.23039 0.0995514 0.0618861
  3 2.5 259 2.8942 8.43133 292.577 0.0865753 2.22848 0.193652
  4 7.5 284 3.3 11.5843 308.46 -0.242339 2.00216 0.273427
  5 12.5 275 4.74686 11.2483 291.639 -0.439246 3.27253 -0.530563
  6 17.5 269 3.94382 11.1107 302.954 -0.561213 2.28663 -0.0513939
  7 22.5 282 4.20707 11.8267 307.382 -0.816463 2.49385 -0.590731
  8 27.5 277 4.39014 10.922 313.579 -0.947183 2.93182 -0.910568
  9 32.5 268 3.94146 9.29008 278.994 -1.04633 2.67206 0.383106
  10 37.5 265 4.07133 8.04998 307.446 -0.868328 2.82201 -0.0628817
  11 42.5 256 4.04574 7.62221 286.953 -1.12372 2.88051 -1.35549
  12 47.5 255 2.53921 7.78927 306.838 -1.34765 1.38358 -0.127643
# Chunk-averaged data for fix fmobilestc1 and group mobile
# Timestep Number-of-chunks Total-count
# Chunk Coord1 Ncount v_vdisprms density/mass temp c_cdisp[3] v_vdispxy v_vdispxyvec
950000 12 2696
  1 -7.5 0 0 0 0 0 0 0
  2 -2.5 6 0.288219 0.0510858 54.25 0.248255 0.129969 -0.0109189
  3 2.5 259 2.90403 8.43133 309.148 0.100133 2.23934 0.232011
  4 7.5 284 3.29058 11.5843 301.028 -0.228527 1.99007 0.240376
  5 12.5 275 4.74656 11.2483 333.199 -0.421914 3.26578 -0.509885
  6 17.5 269 3.94568 11.1107 271.82 -0.544935 2.28746 -0.0256448
  7 22.5 282 4.20737 11.8267 291.177 -0.812712 2.48984 -0.591999
  8 27.5 277 4.39148 10.922 308.388 -0.955005 2.93703 -0.517924
  9 32.5 268 3.94221 9.29008 332.156 -1.05694 2.65982 0.364084
  10 37.5 265 4.07509 8.04998 292.77 -0.878847 2.82698 -0.0625982
  11 42.5 256 4.03647 7.62221 324.968 -1.12498 2.86416 -1.12043
  12 47.5 255 2.55061 7.78927 311.85 -1.35508 1.39587 -0.138077
# Chunk-averaged data for fix fmobilestc1 and group mobile
# Timestep Number-of-chunks Total-count
# Chunk Coord1 Ncount v_vdisprms density/mass temp c_cdisp[3] v_vdispxy v_vdispxyvec
955000 12 2696
  1 -7.5 0 0 0 0 0 0 0
  2 -2.5 6 0.284589 0.0510858 184.978 0.24841 0.119711 0.0836932
  3 2.5 259 2.90448 8.43133 303.843 0.0930598 2.24752 0.257329
  4 7.5 284 3.29019 11.5843 291.929 -0.232525 1.99016 0.238637
  5 12.5 275 4.73961 11.2483 289.606 -0.431397 3.25673 -0.526536
  6 17.5 269 3.94763 11.1107 298.111 -0.547079 2.29858 -0.0351132
  7 22.5 282 4.20149 11.8267 307.746 -0.819056 2.49449 -0.559605
  8 27.5 277 4.38318 10.922 308.929 -0.938765 2.92871 -0.759652
  9 32.5 268 3.94244 9.29008 285.121 -1.03755 2.67208 0.361021
  10 37.5 265 4.07199 8.04998 292.128 -0.872051 2.82828 -0.0790643
  11 42.5 256 4.0304 7.62221 296.334 -1.1372 2.87037 -0.94348
  12 47.5 255 2.54891 7.78927 299.941 -1.36379 1.39334 -0.088718
# Chunk-averaged data for fix fmobilestc1 and group mobile
# Timestep Number-of-chunks Total-count
# Chunk Coord1 Ncount v_vdisprms density/mass temp c_cdisp[3] v_vdispxy v_vdispxyvec
960000 12 2696
  1 -7.5 0 0 0 0 0 0 0
  2 -2.5 6 0.291285 0.0510858 176.119 0.256923 0.1174 0.1174
  3 2.5 259 2.89931 8.43133 326.854 0.0998425 2.238 0.24326
  4 7.5 284 3.29552 11.5843 323.612 -0.219962 1.99196 0.262356
  5 12.5 275 4.74253 11.2483 284.564 -0.428818 3.26962 -0.505317
  6 17.5 269 3.94479 11.1107 286.706 -0.553457 2.29228 -0.0369326
  7 22.5 282 4.20612 11.8267 291.386 -0.82166 2.49112 -0.585804
  8 27.5 277 4.37533 10.922 298.833 -0.939353 2.9127 -0.875661
  9 32.5 268 3.92947 9.29008 286.143 -1.03807 2.64616 0.376377
  10 37.5 265 4.06784 8.04998 288.022 -0.85578 2.82494 -0.0734502
  11 42.5 256 4.03331 7.62221 291.524 -1.12025 2.87151 -1.12722
  12 47.5 255 2.54657 7.78927 312.409 -1.34492 1.38872 -0.141324
# Chunk-averaged data for fix fmobilestc1 and group mobile
# Timestep Number-of-chunks Total-count
# Chunk Coord1 Ncount v_vdisprms density/mass temp c_cdisp[3] v_vdispxy v_vdispxyvec
965000 12 2696
  1 -7.5 0 0 0 0 0 0 0
  2 -2.5 6 0.299862 0.0510858 121.523 0.26484 0.111698 0.111698
  3 2.5 259 2.90156 8.43133 295.433 0.094121 2.24313 0.208565
  4 7.5 284 3.29216 11.5843 295.394 -0.243784 1.98002 0.418832
  5 12.5 275 4.75431 11.2483 273.051 -0.432178 3.2669 -0.520467
  6 17.5 269 3.96094 11.1107 269.566 -0.532853 2.29319 -0.0596896
  7 22.5 282 4.21444 11.8267 300.329 -0.799945 2.5099 -0.595285
  8 27.5 277 4.376 10.922 306.43 -0.923564 2.91918 -0.657858
  9 32.5 268 3.92619 9.29008 289.442 -1.02568 2.64722 0.385821
  10 37.5 265 4.06719 8.04998 303.646 -0.855999 2.8229 -0.108204
  11 42.5 256 4.04567 7.62221 292.643 -1.12945 2.87675 -1.33448
  12 47.5 255 2.54896 7.78927 320.3 -1.36463 1.39406 -0.0890411
# Chunk-averaged data for fix fmobilestc1 and group mobile
# Timestep Number-of-chunks Total-count
# Chunk Coord1 Ncount v_vdisprms density/mass temp c_cdisp[3] v_vdispxy v_vdispxyvec
970000 12 2696
  1 -7.5 0 0 0 0 0 0 0
  2 -2.5 6 0.310422 0.0510858 139.605 0.275739 0.115693 0.115693
  3 2.5 259 2.90329 8.43133 292.012 0.0795981 2.24602 0.218812
  4 7.5 284 3.29181 11.5843 307.021 -0.25143 1.97327 0.290228
  5 12.5 275 4.76645 11.2483 273.728 -0.44785 3.28273 -0.577247
  6 17.5 269 3.94881 11.1107 302.962 -0.564705 2.2922 -0.0378346
  7 22.5 282 4.20454 11.8267 307.568 -0.821495 2.49377 -0.560718
  8 27.5 277 4.3941 10.922 315.423 -0.941255 2.9389 -0.689938
  9 32.5 268 3.95054 9.29008 307.887 -1.02789 2.6718 0.386531
  10 37.5 265 4.08255 8.04998 302.447 -0.848774 2.8434 -0.0802758
  11 42.5 256 4.02993 7.62221 294.825 -1.09867 2.87693 -1.33859
  12 47.5 255 2.53959 7.78927 263.704 -1.34222 1.38941 -0.131802
# Chunk-averaged data for fix fmobilestc1 and group mobile
# Timestep Number-of-chunks Total-count
# Chunk Coord1 Ncount v_vdisprms density/mass temp c_cdisp[3] v_vdispxy v_vdispxyvec
975000 12 2696
