# Chunk-averaged data for fix fmobileOstc1 and group mobileO
# Timestep Number-of-chunks Total-count
# Chunk Coord1 Ncount v_vdisprms density/mass temp c_cdisp[3] v_vdispxy v_vdispxyvec
0 12 1832
  3 2.5 187 2.47412 1.59217 869.399 0.872988 1.99271 0.397799
  4 7.5 179 3.35649 1.52406 902.061 1.27744 2.50512 -0.0940539
  5 12.5 172 3.80548 1.46446 898.304 1.61618 2.88615 -1.33799
  6 17.5 166 3.84376 1.41337 894.058 1.8868 2.76673 0.235663
  7 22.5 169 3.72058 1.43892 1094.39 1.34611 2.88841 -0.34231
  8 27.5 178 3.48015 1.51555 830.658 1.20785 2.75124 -0.216204
  9 32.5 193 3.75143 1.64326 935.935 0.927503 3.1246 0.0576476
  10 37.5 194 3.30571 1.65177 837.884 0.628363 2.79318 0.308935
  11 42.5 192 2.69923 1.63475 856.139 0.397012 2.31346 -0.638346
  12 47.5 197 1.53083 1.67732 839.684 0.105964 1.31599 -0.271691
# Chunk-averaged data for fix fmobileOstc1 and group mobileO
# Timestep Number-of-chunks Total-count
# Chunk Coord1 Ncount v_vdisprms density/mass temp c_cdisp[3] v_vdispxy v_vdispxyvec
30000 12 1832
  1 -7.5 0 0 0 0 0 0 0
  2 -2.5 5 0.235727 0.0425715 238.708 0.226622 0.0624243 0.0624243
  3 2.5 187 2.53958 1.59217 904.258 0.865011 2.06762 0.354869
  4 7.5 179 3.48344 1.52406 912.172 1.29285 2.63498 -0.487714
  5 12.5 172 3.8581 1.46446 885.094 1.52634 2.97048 -1.16613
  6 17.5 166 3.86104 1.41337 877.1 1.82898 2.84087 0.304892
  7 22.5 169 3.73841 1.43892 806.466 1.33933 2.9344 -0.318657
  8 27.5 178 3.52645 1.51555 890.833 1.18843 2.76837 -0.266701
  9 32.5 193 3.7994 1.64326 897.216 0.861576 3.15974 0.267483
  10 37.5 194 3.33096 1.65177 989.906 0.589211 2.81883 0.252865
  11 42.5 192 2.74017 1.63475 934.637 0.385062 2.35778 -0.572801
  12 47.5 197 1.53784 1.67732 902.515 0.126397 1.30703 -0.255995
# Chunk-averaged data for fix fmobileOstc1 and group mobileO
# Timestep Number-of-chunks Total-count
# Chunk Coord1 Ncount v_vdisprms density/mass temp c_cdisp[3] v_vdispxy v_vdispxyvec
35000 12 1832
  1 -7.5 0 0 0 0 0 0 0
  2 -2.5 5 0.154524 0.0425715 470.711 0.126477 0.0818419 0.0818419
  3 2.5 187 2.58474 1.59217 897.053 0.86944 2.11161 0.256568
  4 7.5 179 3.51169 1.52406 938.741 1.30307 2.65814 -0.411478
  5 12.5 172 3.85623 1.46446 802.453 1.47462 2.98206 -1.13201
  6 17.5 166 3.87414 1.41337 930.177 1.79724 2.85248 0.276429
  7 22.5 169 3.79281 1.43892 909.749 1.32502 2.9619 -0.350099
  8 27.5 178 3.55756 1.51555 901.468 1.15292 2.79029 -0.00730532
  9 32.5 193 3.80798 1.64326 984.526 0.818101 3.17924 0.261395
  10 37.5 194 3.34461 1.65177 795.284 0.525484 2.82264 0.457871
  11 42.5 192 2.76994 1.63475 882.083 0.335955 2.40502 -0.63029
  12 47.5 197 1.57917 1.67732 888.622 0.0708665 1.35171 -0.211095
# Chunk-averaged data for fix fmobileOstc1 and group mobileO
# Timestep Number-of-chunks Total-count
# Chunk Coord1 Ncount v_vdisprms density/mass temp c_cdisp[3] v_vdispxy v_vdispxyvec
40000 12 1832
  1 -7.5 0 0 0 0 0 0 0
  2 -2.5 5 0.188228 0.0425715 144.404 0.151822 0.111261 0.035895
  3 2.5 187 2.63674 1.59217 964.988 0.855402 2.17192 0.584252
  4 7.5 179 3.54858 1.52406 842.098 1.3061 2.69132 -0.38848
  5 12.5 172 3.92613 1.46446 948.944 1.48139 3.02414 -1.10053
  6 17.5 166 3.89897 1.41337 906.148 1.80745 2.86696 0.56878
  7 22.5 169 3.7708 1.43892 883.349 1.28985 2.95484 -0.351202
  8 27.5 178 3.56243 1.51555 781.817 1.08852 2.80449 -0.202331
  9 32.5 193 3.80727 1.64326 809.549 0.782634 3.15689 0.265167
  10 37.5 194 3.3287 1.65177 897.023 0.467294 2.83073 0.288644
  11 42.5 192 2.80019 1.63475 931.099 0.300594 2.40869 -0.648557
  12 47.5 197 1.63034 1.67732 916.808 0.0585716 1.39328 -0.24115
# Chunk-averaged data for fix fmobileOstc1 and group mobileO
# Timestep Number-of-chunks Total-count
# Chunk Coord1 Ncount v_vdisprms density/mass temp c_cdisp[3] v_vdispxy v_vdispxyvec
45000 12 1832
  1 -7.5 0 0 0 0 0 0 0
  2 -2.5 5 0.128341 0.0425715 357.79 0.106713 0.0707103 0.0707103
  3 2.5 187 2.68165 1.59217 949.724 0.829745 2.22738 0.0437995
  4 7.5 179 3.55798 1.52406 833.321 1.28609 2.69942 -0.428083
  5 12.5 172 3.88136 1.46446 989.018 1.47533 2.99348 -1.1018
  6 17.5 166 3.873 1.41337 849.692 1.76677 2.85842 0.911706
  7 22.5 169 3.75202 1.43892 992.099 1.23539 2.96263 -0.242012
  8 27.5 178 3.58984 1.51555 917.358 1.07138 2.83825 -0.321501
  9 32.5 193 3.84578 1.64326 943.936 0.782874 3.20238 0.209913
  10 37.5 194 3.36557 1.65177 869.638 0.506482 2.87411 0.0578055
  11 42.5 192 2.84109 1.63475 978.545 0.339945 2.43588 -0.649816
  12 47.5 197 1.62866 1.67732 829.194 0.0769904 1.39642 -0.210036
# Chunk-averaged data for fix fmobileOstc1 and group mobileO
# Timestep Number-of-chunks Total-count
# Chunk Coord1 Ncount v_vdisprms density/mass temp c_cdisp[3] v_vdispxy v_vdispxyvec
50000 12 1832
  1 -7.5 0 0 0 0 0 0 0
  2 -2.5 5 0.139426 0.0425715 237.608 0.0960356 0.0965731 0.0965731
  3 2.5 187 2.69917 1.59217 845.89 0.875866 2.22584 0.0401546
  4 7.5 179 3.58157 1.52406 966.202 1.30995 2.7307 -0.427635
  5 12.5 172 3.91734 1.46446 825.441 1.46156 3.04081 -1.11902
  6 17.5 166 3.94448 1.41337 925.124 1.79178 2.91469 0.888279
  7 22.5 169 3.80181 1.43892 960.592 1.23075 3.019 -0.269478
  8 27.5 178 3.62069 1.51555 934.492 1.09331 2.8492 0.00133426
  9 32.5 193 3.86406 1.64326 946.66 0.757986 3.22155 -0.288058
  10 37.5 194 3.35613 1.65177 841.458 0.520907 2.85376 0.064043
  11 42.5 192 2.83505 1.63475 827.202 0.353739 2.42881 -0.370461
  12 47.5 197 1.66593 1.67732 953.893 0.0573695 1.42687 -0.23389
# Chunk-averaged data for fix fmobileOstc1 and group mobileO
# Timestep Number-of-chunks Total-count
# Chunk Coord1 Ncount v_vdisprms density/mass temp c_cdisp[3] v_vdispxy v_vdispxyvec
55000 12 1832
  1 -7.5 0 0 0 0 0 0 0
  2 -2.5 5 0.203082 0.0425715 183.556 0.170275 0.110341 0.110341
  3 2.5 187 2.74092 1.59217 895.083 0.901734 2.2682 0.556307
  4 7.5 179 3.63976 1.52406 972.349 1.34386 2.75944 -0.274333
  5 12.5 172 3.95612 1.46446 886.177 1.51808 3.03339 -0.775768
  6 17.5 166 3.98261 1.41337 801.561 1.80765 2.94064 0.917868
  7 22.5 169 3.82878 1.43892 815.853 1.26745 3.01243 -0.294155
  8 27.5 178 3.66866 1.51555 850.225 1.10401 2.88931 0.0181628
  9 32.5 193 3.90823 1.64326 806.591 0.735779 3.24954 -0.2774
  10 37.5 194 3.39277 1.65177 949.899 0.499504 2.88614 -0.0754761
  11 42.5 192 2.85886 1.63475 885.568 0.35409 2.44546 -0.32611
  12 47.5 197 1.68407 1.67732 903.574 0.0588107 1.43751 0.0613134
# Chunk-averaged data for fix fmobileOstc1 and group mobileO
# Timestep Number-of-chunks Total-count
# Chunk Coord1 Ncount v_vdisprms density/mass temp c_cdisp[3] v_vdispxy v_vdispxyvec
60000 12 1832
  1 -7.5 0 0 0 0 0 0 0
  2 -2.5 5 0.174711 0.0425715 208.291 0.134678 0.110364 0.000112278
  3 2.5 187 2.78748 1.59217 865.229 0.891231 2.3133 0.277571
  4 7.5 179 3.68768 1.52406 855.537 1.29472 2.82322 0.0622421
  5 12.5 172 3.9729 1.46446 958.67 1.48924 3.03773 -0.832856
  6 17.5 166 3.99042 1.41337 1006.4 1.78447 2.95662 0.906025
  7 22.5 169 3.85495 1.43892 830.053 1.24469 3.04365 -0.23284
  8 27.5 178 3.70326 1.51555 892.049 1.09618 2.90903 -0.0816956
  9 32.5 193 3.877 1.64326 801.787 0.744817 3.24347 -0.157996
  10 37.5 194 3.36402 1.65177 896.839 0.481338 2.84371 -0.0124652
  11 42.5 192 2.91295 1.63475 949.435 0.345308 2.51379 -0.415514
  12 47.5 197 1.69766 1.67732 850.535 0.0528964 1.45243 -0.216531
# Chunk-averaged data for fix fmobileOstc1 and group mobileO
# Timestep Number-of-chunks Total-count
# Chunk Coord1 Ncount v_vdisprms density/mass temp c_cdisp[3] v_vdispxy v_vdispxyvec
65000 12 1832
  1 -7.5 0 0 0 0 0 0 0
  2 -2.5 5 0.172372 0.0425715 214.047 0.1519 0.0783107 0.0783107
  3 2.5 187 2.84187 1.59217 897.358 0.928425 2.3522 0.288509
  4 7.5 179 3.70912 1.52406 794.794 1.31004 2.83562 -0.0333176
  5 12.5 172 3.98563 1.46446 931.645 1.4849 3.04726 -0.815621
  6 17.5 166 4.00649 1.41337 862.614 1.81238 2.95711 0.342744
  7 22.5 169 3.8606 1.43892 946.04 1.21076 3.06353 -0.321598
  8 27.5 178 3.7004 1.51555 862.403 1.08751 2.92664 0.0234418
  9 32.5 193 3.8678 1.64326 902.623 0.743194 3.25014 0.300337
  10 37.5 194 3.36909 1.65177 904.005 0.475489 2.84415 0.0665907
  11 42.5 192 2.90683 1.63475 891.795 0.344303 2.50594 -0.404282
  12 47.5 197 1.69509 1.67732 950.498 0.0500112 1.45155 -0.248996
# Chunk-averaged data for fix fmobileOstc1 and group mobileO
# Timestep Number-of-chunks Total-count
# Chunk Coord1 Ncount v_vdisprms density/mass temp c_cdisp[3] v_vdispxy v_vdispxyvec
70000 12 1832
  1 -7.5 0 0 0 0 0 0 0
  2 -2.5 5 0.210204 0.0425715 508.794 0.176966 0.11311 0.0317906
  3 2.5 187 2.82669 1.59217 763.352 0.895707 2.35754 -0.00711617
  4 7.5 179 3.71088 1.52406 946.219 1.2924 2.8697 -0.217119
  5 12.5 172 4.02226 1.46446 937.019 1.52479 3.07223 -0.801728
  6 17.5 166 3.99843 1.41337 982.201 1.80409 2.95311 0.844721
  7 22.5 169 3.8669 1.43892 828.477 1.21255 3.08205 -0.305878
  8 27.5 178 3.68558 1.51555 903.389 1.05806 2.91075 -0.0570405
  9 32.5 193 3.87968 1.64326 793.89 0.713023 3.27745 -0.199931
  10 37.5 194 3.38618 1.65177 961.616 0.487709 2.8535 -0.161097
  11 42.5 192 2.9054 1.63475 951.084 0.340638 2.48493 -0.456527
  12 47.5 197 1.68555 1.67732 870.283 0.0335437 1.43289 -0.221171
# Chunk-averaged data for fix fmobileOstc1 and group mobileO
# Timestep Number-of-chunks Total-count
# Chunk Coord1 Ncount v_vdisprms density/mass temp c_cdisp[3] v_vdispxy v_vdispxyvec
75000 12 1832
  1 -7.5 0 0 0 0 0 0 0
  2 -2.5 5 0.265254 0.0425715 233.837 0.220645 0.145864 0.0515551
  3 2.5 187 2.8494 1.59217 942.084 0.900709 2.37047 0.0484294
  4 7.5 179 3.77871 1.52406 826.061 1.28987 2.91514 0.0150164
  5 12.5 172 4.02594 1.46446 887.643 1.50454 3.09307 -0.796915
  6 17.5 166 4.00699 1.41337 812.501 1.80495 2.94824 0.830295
  7 22.5 169 3.93582 1.43892 791.727 1.22699 3.11874 -0.0351812
  8 27.5 178 3.69727 1.51555 942.999 1.05326 2.91933 0.00286784
  9 32.5 193 3.87548 1.64326 948.55 0.722634 3.26243 0.0567407
  10 37.5 194 3.387 1.65177 856.661 0.491106 2.85233 0.0393614
  11 42.5 192 2.92549 1.63475 909.256 0.353342 2.4992 -0.422518
  12 47.5 197 1.68441 1.67732 892.374 0.0507701 1.44988 -0.25102
# Chunk-averaged data for fix fmobileOstc1 and group mobileO
# Timestep Number-of-chunks Total-count
# Chunk Coord1 Ncount v_vdisprms density/mass temp c_cdisp[3] v_vdispxy v_vdispxyvec
80000 12 1832
  1 -7.5 0 0 0 0 0 0 0
  2 -2.5 5 0.225287 0.0425715 129.926 0.169362 0.146699 0.0323226
  3 2.5 187 2.86554 1.59217 850.268 0.930781 2.36252 0.0996413
  4 7.5 179 3.82989 1.52406 871.373 1.30424 2.96905 -0.0364886
  5 12.5 172 4.04539 1.46446 911.227 1.50916 3.12309 -0.769918
  6 17.5 166 4.017 1.41337 879.177 1.80217 2.95006 0.853843
  7 22.5 169 3.90874 1.43892 783.448 1.22395 3.08776 -0.276421
  8 27.5 178 3.7247 1.51555 901.561 1.0732 2.91879 -0.00643154
  9 32.5 193 3.90814 1.64326 988.64 0.724332 3.2705 0.00578566
  10 37.5 194 3.42814 1.65177 880.096 0.482448 2.88816 0.0646446
  11 42.5 192 2.93032 1.63475 924.808 0.334504 2.49724 -0.172992
  12 47.5 197 1.71318 1.67732 924.593 0.0660569 1.47987 -0.230542
# Chunk-averaged data for fix fmobileOstc1 and group mobileO
# Timestep Number-of-chunks Total-count
# Chunk Coord1 Ncount v_vdisprms density/mass temp c_cdisp[3] v_vdispxy v_vdispxyvec
85000 12 1832
  1 -7.5 0 0 0 0 0 0 0
  2 -2.5 5 0.305496 0.0425715 123.252 0.262143 0.155713 0.155713
  3 2.5 187 2.89817 1.59217 832.104 0.952583 2.3741 0.298916
  4 7.5 179 3.82706 1.52406 873.933 1.31668 2.94784 -0.068845
  5 12.5 172 4.10968 1.46446 944.94 1.55621 3.1502 -0.828019
  6 17.5 166 4.03153 1.41337 831.305 1.82557 2.961 0.530919
  7 22.5 169 3.92004 1.43892 864.125 1.2323 3.09795 0.0749943
  8 27.5 178 3.67239 1.51555 785.743 1.05876 2.86399 0.0643091
  9 32.5 193 3.89424 1.64326 843.538 0.718766 3.25529 -0.011416
  10 37.5 194 3.418 1.65177 945.905 0.463646 2.88733 -0.242577
  11 42.5 192 2.93694 1.63475 879.88 0.33146 2.51312 -0.230647
  12 47.5 197 1.69078 1.67732 874.148 0.0586934 1.45175 -0.190341
# Chunk-averaged data for fix fmobileOstc1 and group mobileO
# Timestep Number-of-chunks Total-count
# Chunk Coord1 Ncount v_vdisprms density/mass temp c_cdisp[3] v_vdispxy v_vdispxyvec
90000 12 1832
  1 -7.5 0 0 0 0 0 0 0
  2 -2.5 5 0.216399 0.0425715 401.899 0.179638 0.113977 0.0560228
  3 2.5 187 2.91906 1.59217 828.027 0.967755 2.3996 0.405569
  4 7.5 179 3.86033 1.52406 855.262 1.30406 2.98361 -0.00995867
  5 12.5 172 4.11044 1.46446 916.79 1.55582 3.15098 -0.702465
  6 17.5 166 4.05375 1.41337 839.4 1.79575 2.99533 0.866939
  7 22.5 169 3.96427 1.43892 831.059 1.25836 3.13428 -0.345956
  8 27.5 178 3.71367 1.51555 897.084 1.03966 2.88287 0.130304
  9 32.5 193 3.92353 1.64326 860.816 0.756102 3.26853 -0.234198
  10 37.5 194 3.41579 1.65177 913.36 0.451305 2.8839 -0.155241
  11 42.5 192 2.95149 1.63475 858.285 0.338187 2.5267 -0.203321
  12 47.5 197 1.70606 1.67732 857.206 0.046669 1.46922 -0.313292
# Chunk-averaged data for fix fmobileOstc1 and group mobileO
# Timestep Number-of-chunks Total-count
# Chunk Coord1 Ncount v_vdisprms density/mass temp c_cdisp[3] v_vdispxy v_vdispxyvec
95000 12 1832
  1 -7.5 0 0 0 0 0 0 0
  2 -2.5 5 0.150055 0.0425715 460.597 0.120263 0.0841173 0.0260774
  3 2.5 187 2.87675 1.59217 909.824 0.96613 2.36043 0.335575
  4 7.5 179 3.8467 1.52406 867.989 1.29372 2.97781 0.0444683
  5 12.5 172 4.12023 1.46446 858.128 1.54218 3.16922 -0.754283
  6 17.5 166 4.03833 1.41337 883.629 1.76666 2.98898 0.892241
  7 22.5 169 3.91149 1.43892 834.109 1.23896 3.11728 -0.12279
  8 27.5 178 3.65594 1.51555 816.009 0.972888 2.85464 0.0946374
  9 32.5 193 3.91136 1.64326 792.09 0.684716 3.28389 -0.22272
  10 37.5 194 3.41873 1.65177 923 0.447838 2.87881 -0.195856
  11 42.5 192 2.94867 1.63475 823.993 0.337662 2.50932 -0.410229
  12 47.5 197 1.67509 1.67732 842.235 0.0449944 1.42902 -0.182297
# Chunk-averaged data for fix fmobileOstc1 and group mobileO
# Timestep Number-of-chunks Total-count
# Chunk Coord1 Ncount v_vdisprms density/mass temp c_cdisp[3] v_vdispxy v_vdispxyvec
100000 12 1832
  1 -7.5 0 0 0 0 0 0 0
  2 -2.5 5 0.243646 0.0425715 202.309 0.195775 0.1441 0.1441
  3 2.5 187 2.9012 1.59217 835.104 0.970637 2.39233 0.330663
  4 7.5 179 3.83355 1.52406 865.254 1.32369 2.96963 0.166084
  5 12.5 172 4.11113 1.46446 917.027 1.53436 3.17318 -0.788722
  6 17.5 166 4.03799 1.41337 801.68 1.78921 2.97028 0.870506
  7 22.5 169 3.92206 1.43892 925.74 1.21706 3.11067 -0.340235
  8 27.5 178 3.69197 1.51555 937.081 1.03016 2.86692 0.0534243
  9 32.5 193 3.94292 1.64326 1027.77 0.730047 3.30587 0.0270961
  10 37.5 194 3.44573 1.65177 944.016 0.465395 2.92258 0.0409455
  11 42.5 192 2.92123 1.63475 893.316 0.322163 2.48546 -0.541732
  12 47.5 197 1.66621 1.67732 968.298 0.0496893 1.41833 -0.190781
# Chunk-averaged data for fix fmobileOstc1 and group mobileO
# Timestep Number-of-chunks Total-count
# Chunk Coord1 Ncount v_vdisprms density/mass temp c_cdisp[3] v_vdispxy v_vdispxyvec
105000 12 1832
  1 -7.5 0 0 0 0 0 0 0
  2 -2.5 5 0.165849 0.0425715 339.541 0.153338 0.0612495 -0.0612495
  3 2.5 187 2.85738 1.59217 989.75 0.955636 2.35214 0.355279
  4 7.5 179 3.84828 1.52406 881.276 1.30118 2.99475 0.114825
  5 12.5 172 4.12838 1.46446 841.882 1.53819 3.19242 -0.799369
  6 17.5 166 4.09353 1.41337 890.622 1.81333 3.00491 0.942487
  7 22.5 169 3.98368 1.43892 897.017 1.23966 3.15325 -0.355876
  8 27.5 178 3.72348 1.51555 836.595 1.05242 2.8788 0.199716
  9 32.5 193 3.94347 1.64326 897.231 0.727186 3.31513 -0.216403
  10 37.5 194 3.45543 1.65177 891.349 0.42491 2.92604 -0.195796
  11 42.5 192 2.96161 1.63475 806.96 0.318891 2.52514 -0.447338
  12 47.5 197 1.70161 1.67732 869.517 0.0422447 1.45006 -0.220477
# Chunk-averaged data for fix fmobileOstc1 and group mobileO
# Timestep Number-of-chunks Total-count
# Chunk Coord1 Ncount v_vdisprms density/mass temp c_cdisp[3] v_vdispxy v_vdispxyvec
110000 12 1832
  1 -7.5 0 0 0 0 0 0 0
  2 -2.5 5 0.177325 0.0425715 205.962 0.142191 0.104574 -0.0166794
  3 2.5 187 2.871 1.59217 910.24 0.929738 2.37911 0.31519
  4 7.5 179 3.85209 1.52406 961.601 1.26898 3.01305 0.135989
  5 12.5 172 4.13261 1.46446 880.499 1.4903 3.20585 -0.751498
  6 17.5 166 4.04937 1.41337 908.585 1.76115 2.99867 0.838467
  7 22.5 169 3.94185 1.43892 930.519 1.19412 3.126 -0.418692
  8 27.5 178 3.68806 1.51555 945.833 0.992402 2.85755 0.134809
  9 32.5 193 3.94016 1.64326 885.447 0.720251 3.30536 -0.22832
  10 37.5 194 3.45663 1.65177 909.081 0.424277 2.92338 -0.280691
  11 42.5 192 3.00419 1.63475 907.555 0.314406 2.56087 -0.197079
  12 47.5 197 1.70266 1.67732 855.765 0.0376041 1.4463 -0.235886
# Chunk-averaged data for fix fmobileOstc1 and group mobileO
# Timestep Number-of-chunks Total-count
# Chunk Coord1 Ncount v_vdisprms density/mass temp c_cdisp[3] v_vdispxy v_vdispxyvec
115000 12 1832
  1 -7.5 0 0 0 0 0 0 0
  2 -2.5 5 0.227797 0.0425715 136.201 0.198413 0.111647 0.0300356
  3 2.5 187 2.88048 1.59217 901.538 0.963331 2.36211 0.306253
  4 7.5 179 3.84882 1.52406 904.792 1.33074 2.99498 0.18355
  5 12.5 172 4.12694 1.46446 811.302 1.49959 3.19948 -0.724921
  6 17.5 166 4.04986 1.41337 917.922 1.74681 2.99746 0.551246
  7 22.5 169 3.93064 1.43892 816.333 1.20695 3.12232 -0.0820549
  8 27.5 178 3.69739 1.51555 772.357 0.981755 2.87503 0.112243
  9 32.5 193 3.92092 1.64326 978.042 0.701464 3.28884 -0.0105715
  10 37.5 194 3.45321 1.65177 862.312 0.391705 2.92739 0.0802059
  11 42.5 192 3.00168 1.63475 860.93 0.316969 2.557 -0.302312
  12 47.5 197 1.7133 1.67732 807.459 0.0306716 1.47346 -0.186295
# Chunk-averaged data for fix fmobileOstc1 and group mobileO
# Timestep Number-of-chunks Total-count
# Chunk Coord1 Ncount v_vdisprms density/mass temp c_cdisp[3] v_vdispxy v_vdispxyvec
120000 12 1832
  1 -7.5 0 0 0 0 0 0 0
  2 -2.5 5 0.226855 0.0425715 833.946 0.191735 0.115643 0.0822697
  3 2.5 187 2.89767 1.59217 876.317 0.968984 2.38128 0.338143
  4 7.5 179 3.86024 1.52406 848.261 1.32313 3.00471 0.128065
  5 12.5 172 4.12223 1.46446 919.746 1.51145 3.1885 -0.722867
  6 17.5 166 4.04769 1.41337 887.678 1.77533 2.98146 0.812497
  7 22.5 169 3.92964 1.43892 885.034 1.19601 3.12861 -0.0971898
  8 27.5 178 3.70774 1.51555 924.439 0.987966 2.86902 0.024776
  9 32.5 193 3.97571 1.64326 984.921 0.712213 3.3347 0.0280677
  10 37.5 194 3.49386 1.65177 872.553 0.412 2.97213 0.0769021
  11 42.5 192 2.98324 1.63475 878.993 0.305874 2.54912 -0.169144
  12 47.5 197 1.77134 1.67732 889.599 0.0255051 1.522 -0.242896
# Chunk-averaged data for fix fmobileOstc1 and group mobileO
