# Chunk-averaged data for fix fmobileHfstc1 and group mobileHf
# Timestep Number-of-chunks Total-count
# Chunk Coord1 Ncount v_vdisprms density/mass temp c_cdisp[3] v_vdispxy v_vdispxyvec
0 12 600
  8 27.5 97 5.97681 9.21386 1406.27 -4.51904 2.85065 0.0239965
  9 32.5 11 6.23135 1.04487 1222.34 -3.3372 4.3549 2.62555
  10 37.5 0 0 0 0 0 0 0
  11 42.5 0 0 0 0 0 0 0
  12 47.5 0 0 0 0 0 0 0
# Chunk-averaged data for fix fmobileHfstc1 and group mobileHf
# Timestep Number-of-chunks Total-count
# Chunk Coord1 Ncount v_vdisprms density/mass temp c_cdisp[3] v_vdispxy v_vdispxyvec
570000 12 600
  1 -7.5 0 0 0 0 0 0 0
  2 -2.5 0 0 0 0 0 0 0
  3 2.5 72 3.64915 6.83916 1292.2 -2.26384 2.37697 0.223946
  4 7.5 106 3.85451 10.0688 1345.77 -3.03358 1.95768 -0.387411
  5 12.5 103 5.71354 9.78379 1297.41 -3.83335 3.2494 0.191854
  6 17.5 102 5.23987 9.6888 1279.71 -4.12225 2.47982 0.397501
  7 22.5 109 5.39969 10.3537 1289.4 -4.46782 2.19338 -0.799292
  8 27.5 97 5.95617 9.21386 1508.73 -4.52007 2.83888 0.178789
  9 32.5 11 6.19624 1.04487 901.054 -3.38045 4.26807 2.58708
  10 37.5 0 0 0 0 0 0 0
  11 42.5 0 0 0 0 0 0 0
  12 47.5 0 0 0 0 0 0 0
# Chunk-averaged data for fix fmobileHfstc1 and group mobileHf
# Timestep Number-of-chunks Total-count
# Chunk Coord1 Ncount v_vdisprms density/mass temp c_cdisp[3] v_vdispxy v_vdispxyvec
575000 12 600
  1 -7.5 0 0 0 0 0 0 0
  2 -2.5 0 0 0 0 0 0 0
  3 2.5 72 3.60757 6.83916 1424.44 -2.22791 2.36379 0.197074
  4 7.5 106 3.85791 10.0688 1377.06 -3.06127 1.915 -0.57439
  5 12.5 103 5.71671 9.78379 1373.26 -3.86905 3.19797 -0.0201865
  6 17.5 102 5.2386 9.6888 1317.97 -4.13068 2.46375 0.346351
  7 22.5 109 5.40163 10.3537 1199.44 -4.45313 2.24375 -0.792046
  8 27.5 97 5.95216 9.21386 1200.03 -4.49579 2.8686 0.112821
  9 32.5 11 6.28645 1.04487 1385.06 -3.39141 4.36706 2.59828
  10 37.5 0 0 0 0 0 0 0
  11 42.5 0 0 0 0 0 0 0
  12 47.5 0 0 0 0 0 0 0
# Chunk-averaged data for fix fmobileHfstc1 and group mobileHf
# Timestep Number-of-chunks Total-count
# Chunk Coord1 Ncount v_vdisprms density/mass temp c_cdisp[3] v_vdispxy v_vdispxyvec
580000 12 600
  1 -7.5 0 0 0 0 0 0 0
  2 -2.5 0 0 0 0 0 0 0
  3 2.5 72 3.56928 6.83916 1292.71 -2.18695 2.3561 0.230908
  4 7.5 106 3.83694 10.0688 1181.05 -3.03099 1.92256 -0.402481
  5 12.5 103 5.72178 9.78379 1219.23 -3.85882 3.22856 0.138708
  6 17.5 102 5.24482 9.6888 1215.84 -4.14678 2.46918 0.413219
  7 22.5 109 5.39984 10.3537 1278.73 -4.46446 2.2445 -0.899897
  8 27.5 97 5.92737 9.21386 1281.48 -4.50859 2.79652 0.0660017
  9 32.5 11 6.27113 1.04487 1377.39 -3.36115 4.35506 2.58482
  10 37.5 0 0 0 0 0 0 0
  11 42.5 0 0 0 0 0 0 0
  12 47.5 0 0 0 0 0 0 0
# Chunk-averaged data for fix fmobileHfstc1 and group mobileHf
# Timestep Number-of-chunks Total-count
# Chunk Coord1 Ncount v_vdisprms density/mass temp c_cdisp[3] v_vdispxy v_vdispxyvec
585000 12 600
  1 -7.5 0 0 0 0 0 0 0
  2 -2.5 0 0 0 0 0 0 0
  3 2.5 72 3.62365 6.83916 1358.63 -2.23352 2.38332 0.2145
  4 7.5 106 3.83639 10.0688 1265.17 -3.02627 1.92774 -0.335799
  5 12.5 103 5.71885 9.78379 1163.16 -3.83722 3.25739 0.0515105
  6 17.5 102 5.24428 9.6888 1383.44 -4.13314 2.50239 0.336738
  7 22.5 109 5.4145 10.3537 1295.32 -4.49355 2.21148 -0.81937
  8 27.5 97 5.92809 9.21386 1220.03 -4.50105 2.84079 0.0413502
  9 32.5 11 6.09249 1.04487 1543.09 -3.25315 4.31876 2.5965
  10 37.5 0 0 0 0 0 0 0
  11 42.5 0 0 0 0 0 0 0
  12 47.5 0 0 0 0 0 0 0
# Chunk-averaged data for fix fmobileHfstc1 and group mobileHf
# Timestep Number-of-chunks Total-count
# Chunk Coord1 Ncount v_vdisprms density/mass temp c_cdisp[3] v_vdispxy v_vdispxyvec
590000 12 600
  1 -7.5 0 0 0 0 0 0 0
  2 -2.5 0 0 0 0 0 0 0
  3 2.5 72 3.58295 6.83916 1087.29 -2.19609 2.35091 0.216209
  4 7.5 106 3.83585 10.0688 1310.23 -3.03145 1.91408 -0.451298
  5 12.5 103 5.71509 9.78379 1185.31 -3.8587 3.23591 0.0692272
  6 17.5 102 5.26655 9.6888 1372.71 -4.1441 2.51538 0.369227
  7 22.5 109 5.4265 10.3537 1240.77 -4.49906 2.20739 -0.887207
  8 27.5 97 5.97143 9.21386 1378.21 -4.54337 2.81329 0.0466091
  9 32.5 11 6.19497 1.04487 1718 -3.382 4.2564 2.49739
  10 37.5 0 0 0 0 0 0 0
  11 42.5 0 0 0 0 0 0 0
  12 47.5 0 0 0 0 0 0 0
# Chunk-averaged data for fix fmobileHfstc1 and group mobileHf
# Timestep Number-of-chunks Total-count
# Chunk Coord1 Ncount v_vdisprms density/mass temp c_cdisp[3] v_vdispxy v_vdispxyvec
595000 12 600
  1 -7.5 0 0 0 0 0 0 0
  2 -2.5 0 0 0 0 0 0 0
  3 2.5 72 3.64314 6.83916 1263.66 -2.22013 2.38126 0.217617
  4 7.5 106 3.80771 10.0688 1365.89 -3.03029 1.85733 -0.492047
  5 12.5 103 5.67598 9.78379 1241.33 -3.8195 3.21382 0.116899
  6 17.5 102 5.23744 9.6888 1147.97 -4.12154 2.51372 0.43924
  7 22.5 109 5.42465 10.3537 1191.75 -4.49867 2.21733 -0.943875
  8 27.5 97 5.9448 9.21386 1514.44 -4.53031 2.80021 0.0244345
  9 32.5 11 6.11172 1.04487 1157.52 -3.30042 4.25176 2.53771
  10 37.5 0 0 0 0 0 0 0
  11 42.5 0 0 0 0 0 0 0
  12 47.5 0 0 0 0 0 0 0
# Chunk-averaged data for fix fmobileHfstc1 and group mobileHf
# Timestep Number-of-chunks Total-count
# Chunk Coord1 Ncount v_vdisprms density/mass temp c_cdisp[3] v_vdispxy v_vdispxyvec
600000 12 600
  1 -7.5 0 0 0 0 0 0 0
  2 -2.5 0 0 0 0 0 0 0
  3 2.5 72 3.61741 6.83916 1236.96 -2.23087 2.37483 0.07766
  4 7.5 106 3.83761 10.0688 1328.65 -3.05447 1.89299 -0.483369
  5 12.5 103 5.68939 9.78379 1325.94 -3.8695 3.12729 0.0378621
  6 17.5 102 5.24793 9.6888 1340.04 -4.1386 2.48367 0.399791
  7 22.5 109 5.43871 10.3537 1430.91 -4.51689 2.21542 -0.433364
  8 27.5 97 5.9363 9.21386 1376.83 -4.50125 2.82789 0.163447
  9 32.5 11 6.1832 1.04487 763.615 -3.39984 4.17574 2.62305
  10 37.5 0 0 0 0 0 0 0
  11 42.5 0 0 0 0 0 0 0
  12 47.5 0 0 0 0 0 0 0
# Chunk-averaged data for fix fmobileHfstc1 and group mobileHf
# Timestep Number-of-chunks Total-count
# Chunk Coord1 Ncount v_vdisprms density/mass temp c_cdisp[3] v_vdispxy v_vdispxyvec
605000 12 600
  1 -7.5 0 0 0 0 0 0 0
  2 -2.5 0 0 0 0 0 0 0
  3 2.5 72 3.61476 6.83916 1465.4 -2.22486 2.36193 0.202793
  4 7.5 106 3.85988 10.0688 1313.98 -3.05346 1.92327 -0.446515
  5 12.5 103 5.7195 9.78379 1171.74 -3.88122 3.19718 0.0687783
  6 17.5 102 5.27623 9.6888 1139.7 -4.16344 2.50394 0.440407
  7 22.5 109 5.39826 10.3537 1322.77 -4.46671 2.23303 -0.458059
  8 27.5 97 5.94633 9.21386 1212.65 -4.50736 2.81412 0.180007
  9 32.5 11 6.29635 1.04487 883.848 -3.32781 4.50457 2.67303
  10 37.5 0 0 0 0 0 0 0
  11 42.5 0 0 0 0 0 0 0
  12 47.5 0 0 0 0 0 0 0
# Chunk-averaged data for fix fmobileHfstc1 and group mobileHf
# Timestep Number-of-chunks Total-count
# Chunk Coord1 Ncount v_vdisprms density/mass temp c_cdisp[3] v_vdispxy v_vdispxyvec
610000 12 600
  1 -7.5 0 0 0 0 0 0 0
  2 -2.5 0 0 0 0 0 0 0
  3 2.5 72 3.64553 6.83916 1006.16 -2.2239 2.38747 0.194909
  4 7.5 106 3.84548 10.0688 1325.78 -3.03777 1.92082 -0.457921
  5 12.5 103 5.7126 9.78379 1116.18 -3.84928 3.22388 0.0186245
  6 17.5 102 5.25226 9.6888 1382.61 -4.11299 2.54136 0.452108
  7 22.5 109 5.40322 10.3537 1155.5 -4.46198 2.24751 -0.826891
  8 27.5 97 5.95967 9.21386 1168.87 -4.53501 2.81613 0.126471
  9 32.5 11 6.39168 1.04487 624.783 -3.47774 4.47881 2.74156
  10 37.5 0 0 0 0 0 0 0
  11 42.5 0 0 0 0 0 0 0
  12 47.5 0 0 0 0 0 0 0
# Chunk-averaged data for fix fmobileHfstc1 and group mobileHf
# Timestep Number-of-chunks Total-count
# Chunk Coord1 Ncount v_vdisprms density/mass temp c_cdisp[3] v_vdispxy v_vdispxyvec
615000 12 600
  1 -7.5 0 0 0 0 0 0 0
  2 -2.5 0 0 0 0 0 0 0
  3 2.5 72 3.65798 6.83916 1375.22 -2.26011 2.3849 0.242089
  4 7.5 106 3.87581 10.0688 1398.15 -3.07219 1.90814 -0.523097
  5 12.5 103 5.73676 9.78379 1139.62 -3.88766 3.23104 0.00664265
  6 17.5 102 5.27269 9.6888 1297.83 -4.16551 2.51324 0.403898
  7 22.5 109 5.38589 10.3537 1349.44 -4.44916 2.2371 -0.45917
  8 27.5 97 5.94693 9.21386 1333.47 -4.50889 2.82772 0.14561
  9 32.5 11 6.24362 1.04487 1442.25 -3.37113 4.37454 2.70212
  10 37.5 0 0 0 0 0 0 0
  11 42.5 0 0 0 0 0 0 0
  12 47.5 0 0 0 0 0 0 0
# Chunk-averaged data for fix fmobileHfstc1 and group mobileHf
# Timestep Number-of-chunks Total-count
# Chunk Coord1 Ncount v_vdisprms density/mass temp c_cdisp[3] v_vdispxy v_vdispxyvec
620000 12 600
  1 -7.5 0 0 0 0 0 0 0
  2 -2.5 0 0 0 0 0 0 0
  3 2.5 72 3.6243 6.83916 1412.7 -2.21716 2.36855 0.215791
  4 7.5 106 3.84855 10.0688 1373.35 -3.06482 1.89371 -0.582502
  5 12.5 103 5.70275 9.78379 1272 -3.87258 3.19655 0.00931499
  6 17.5 102 5.24498 9.6888 1319.76 -4.13052 2.50846 0.322651
  7 22.5 109 5.3778 10.3537 1184.34 -4.44038 2.2161 -0.844833
  8 27.5 97 5.95161 9.21386 1154.97 -4.49032 2.84336 0.15479
  9 32.5 11 6.2721 1.04487 990.747 -3.32936 4.45631 2.71045
  10 37.5 0 0 0 0 0 0 0
  11 42.5 0 0 0 0 0 0 0
  12 47.5 0 0 0 0 0 0 0
# Chunk-averaged data for fix fmobileHfstc1 and group mobileHf
# Timestep Number-of-chunks Total-count
# Chunk Coord1 Ncount v_vdisprms density/mass temp c_cdisp[3] v_vdispxy v_vdispxyvec
625000 12 600
  1 -7.5 0 0 0 0 0 0 0
  2 -2.5 0 0 0 0 0 0 0
  3 2.5 72 3.61909 6.83916 1062.7 -2.21168 2.36499 0.18374
  4 7.5 106 3.84484 10.0688 1250.28 -3.05326 1.88786 -0.329762
  5 12.5 103 5.68511 9.78379 1242.21 -3.84479 3.16733 0.122244
  6 17.5 102 5.24076 9.6888 1525.64 -4.12733 2.46906 0.331407
  7 22.5 109 5.37357 10.3537 1195.25 -4.45642 2.18016 -0.917215
  8 27.5 97 5.97165 9.21386 1143.78 -4.51417 2.87011 0.0635561
  9 32.5 11 6.22707 1.04487 946.415 -3.33412 4.44482 2.70774
  10 37.5 0 0 0 0 0 0 0
  11 42.5 0 0 0 0 0 0 0
  12 47.5 0 0 0 0 0 0 0
# Chunk-averaged data for fix fmobileHfstc1 and group mobileHf
# Timestep Number-of-chunks Total-count
# Chunk Coord1 Ncount v_vdisprms density/mass temp c_cdisp[3] v_vdispxy v_vdispxyvec
630000 12 600
  1 -7.5 0 0 0 0 0 0 0
  2 -2.5 0 0 0 0 0 0 0
  3 2.5 72 3.63307 6.83916 1181.74 -2.22557 2.3687 0.189823
  4 7.5 106 3.85305 10.0688 1338.73 -3.04865 1.91046 -0.555352
  5 12.5 103 5.70876 9.78379 1310.49 -3.88731 3.16487 0.121435
  6 17.5 102 5.20825 9.6888 1283.28 -4.1196 2.44779 0.466267
  7 22.5 109 5.4329 10.3537 1170.52 -4.47809 2.24421 -0.858
  8 27.5 97 6.02084 9.21386 1419.03 -4.55234 2.89431 0.181842
  9 32.5 11 6.31109 1.04487 873.277 -3.45785 4.4104 2.75826
  10 37.5 0 0 0 0 0 0 0
  11 42.5 0 0 0 0 0 0 0
  12 47.5 0 0 0 0 0 0 0
# Chunk-averaged data for fix fmobileHfstc1 and group mobileHf
# Timestep Number-of-chunks Total-count
# Chunk Coord1 Ncount v_vdisprms density/mass temp c_cdisp[3] v_vdispxy v_vdispxyvec
635000 12 600
  1 -7.5 0 0 0 0 0 0 0
  2 -2.5 0 0 0 0 0 0 0
  3 2.5 72 3.6207 6.83916 1089.69 -2.21761 2.36433 0.138721
  4 7.5 106 3.85076 10.0688 1196.14 -3.05235 1.90057 -0.412652
  5 12.5 103 5.71626 9.78379 1418.62 -3.87937 3.19659 0.167293
  6 17.5 102 5.25918 9.6888 1470.05 -4.17244 2.46157 0.360182
  7 22.5 109 5.39445 10.3537 1296.12 -4.44906 2.24976 -0.821905
  8 27.5 97 5.94627 9.21386 1204.24 -4.49041 2.88765 0.105259
  9 32.5 11 6.27801 1.04487 2277.42 -3.46931 4.36343 2.74263
  10 37.5 0 0 0 0 0 0 0
  11 42.5 0 0 0 0 0 0 0
  12 47.5 0 0 0 0 0 0 0
# Chunk-averaged data for fix fmobileHfstc1 and group mobileHf
# Timestep Number-of-chunks Total-count
# Chunk Coord1 Ncount v_vdisprms density/mass temp c_cdisp[3] v_vdispxy v_vdispxyvec
640000 12 600
  1 -7.5 0 0 0 0 0 0 0
  2 -2.5 0 0 0 0 0 0 0
  3 2.5 72 3.5874 6.83916 1289.55 -2.20362 2.33543 0.317928
  4 7.5 106 3.84282 10.0688 1342.67 -3.04157 1.90127 -0.400903
  5 12.5 103 5.67242 9.78379 1158.9 -3.85608 3.17644 0.0101287
  6 17.5 102 5.19206 9.6888 1277.23 -4.11131 2.43689 0.362085
  7 22.5 109 5.38692 10.3537 1293.19 -4.44922 2.22583 -0.940165
  8 27.5 97 5.9749 9.21386 1308.01 -4.50894 2.87739 0.0415281
  9 32.5 11 6.33601 1.04487 1072.47 -3.44977 4.50681 2.85264
  10 37.5 0 0 0 0 0 0 0
  11 42.5 0 0 0 0 0 0 0
  12 47.5 0 0 0 0 0 0 0
# Chunk-averaged data for fix fmobileHfstc1 and group mobileHf
# Timestep Number-of-chunks Total-count
# Chunk Coord1 Ncount v_vdisprms density/mass temp c_cdisp[3] v_vdispxy v_vdispxyvec
645000 12 600
  1 -7.5 0 0 0 0 0 0 0
  2 -2.5 0 0 0 0 0 0 0
  3 2.5 72 3.62 6.83916 1276.12 -2.23425 2.35915 0.211039
  4 7.5 106 3.84357 10.0688 1418.28 -3.03915 1.90278 -0.527323
  5 12.5 103 5.74425 9.78379 1290.59 -3.91217 3.20922 0.0102138
  6 17.5 102 5.28329 9.6888 1286.41 -4.18887 2.51128 0.448756
  7 22.5 109 5.37496 10.3537 1420.1 -4.46503 2.16032 -0.33578
  8 27.5 97 5.98612 9.21386 1363.22 -4.52395 2.9216 -0.0309543
  9 32.5 11 6.34155 1.04487 916.702 -3.36035 4.5198 2.86894
  10 37.5 0 0 0 0 0 0 0
  11 42.5 0 0 0 0 0 0 0
  12 47.5 0 0 0 0 0 0 0
# Chunk-averaged data for fix fmobileHfstc1 and group mobileHf
# Timestep Number-of-chunks Total-count
# Chunk Coord1 Ncount v_vdisprms density/mass temp c_cdisp[3] v_vdispxy v_vdispxyvec
650000 12 600
  1 -7.5 0 0 0 0 0 0 0
  2 -2.5 0 0 0 0 0 0 0
  3 2.5 72 3.61835 6.83916 1306.46 -2.20672 2.37648 0.134691
  4 7.5 106 3.85727 10.0688 1300.63 -3.06499 1.89865 -0.371947
  5 12.5 103 5.75747 9.78379 1430.66 -3.91052 3.2332 0.059149
  6 17.5 102 5.26835 9.6888 1323.63 -4.16067 2.50742 0.52874
  7 22.5 109 5.346 10.3537 1226.38 -4.4174 2.21515 -0.368471
  8 27.5 97 5.95932 9.21386 1190.07 -4.4921 2.91347 0.0287679
  9 32.5 11 6.29979 1.04487 872.9 -3.33711 4.51802 2.77327
  10 37.5 0 0 0 0 0 0 0
  11 42.5 0 0 0 0 0 0 0
  12 47.5 0 0 0 0 0 0 0
# Chunk-averaged data for fix fmobileHfstc1 and group mobileHf
# Timestep Number-of-chunks Total-count
# Chunk Coord1 Ncount v_vdisprms density/mass temp c_cdisp[3] v_vdispxy v_vdispxyvec
655000 12 600
  1 -7.5 0 0 0 0 0 0 0
  2 -2.5 0 0 0 0 0 0 0
  3 2.5 72 3.63081 6.83916 1360.55 -2.20894 2.39759 0.126683
  4 7.5 106 3.84118 10.0688 1323.25 -3.03833 1.90197 -0.36488
  5 12.5 103 5.73795 9.78379 1080.98 -3.87695 3.23914 -0.00686404
  6 17.5 102 5.25093 9.6888 1302.54 -4.16 2.48269 0.341512
  7 22.5 109 5.39704 10.3537 1383.16 -4.46525 2.21669 -0.365719
  8 27.5 97 5.99578 9.21386 1384.81 -4.54462 2.88913 -0.0496691
  9 32.5 11 6.38364 1.04487 1348.53 -3.4188 4.5638 2.76805
  10 37.5 0 0 0 0 0 0 0
  11 42.5 0 0 0 0 0 0 0
  12 47.5 0 0 0 0 0 0 0
# Chunk-averaged data for fix fmobileHfstc1 and group mobileHf
# Timestep Number-of-chunks Total-count
# Chunk Coord1 Ncount v_vdisprms density/mass temp c_cdisp[3] v_vdispxy v_vdispxyvec
660000 12 600
  1 -7.5 0 0 0 0 0 0 0
  2 -2.5 0 0 0 0 0 0 0
  3 2.5 72 3.60619 6.83916 1493.04 -2.22326 2.3516 0.250119
  4 7.5 106 3.85019 10.0688 1253.39 -3.04144 1.90308 -0.466186
  5 12.5 103 5.72086 9.78379 1243.07 -3.83255 3.25586 0.0216175
  6 17.5 102 5.24434 9.6888 1294.98 -4.1256 2.52617 0.581788
  7 22.5 109 5.40651 10.3537 1433.41 -4.47437 2.21532 -0.419417
  8 27.5 97 5.96632 9.21386 1374.25 -4.51368 2.90519 0.00282895
  9 32.5 11 6.3576 1.04487 869.163 -3.3625 4.54766 2.81368
  10 37.5 0 0 0 0 0 0 0
  11 42.5 0 0 0 0 0 0 0
  12 47.5 0 0 0 0 0 0 0
# Chunk-averaged data for fix fmobileHfstc1 and group mobileHf
# Timestep Number-of-chunks Total-count
# Chunk Coord1 Ncount v_vdisprms density/mass temp c_cdisp[3] v_vdispxy v_vdispxyvec
665000 12 600
  1 -7.5 0 0 0 0 0 0 0
  2 -2.5 0 0 0 0 0 0 0
  3 2.5 72 3.61081 6.83916 1362.31 -2.20302 2.37382 0.276855
  4 7.5 106 3.86926 10.0688 1265.91 -3.05362 1.92649 -0.413049
  5 12.5 103 5.74831 9.78379 1305.47 -3.87928 3.27892 -0.0358547
  6 17.5 102 5.2703 9.6888 1345.91 -4.1665 2.50789 0.405104
  7 22.5 109 5.38392 10.3537 1270.67 -4.4547 2.19802 -0.890187
  8 27.5 97 5.93435 9.21386 1216.6 -4.47136 2.94727 -0.0374393
  9 32.5 11 6.47552 1.04487 625.109 -3.44568 4.6497 2.94147
  10 37.5 0 0 0 0 0 0 0
  11 42.5 0 0 0 0 0 0 0
  12 47.5 0 0 0 0 0 0 0
# Chunk-averaged data for fix fmobileHfstc1 and group mobileHf
# Timestep Number-of-chunks Total-count
# Chunk Coord1 Ncount v_vdisprms density/mass temp c_cdisp[3] v_vdispxy v_vdispxyvec
670000 12 600
  1 -7.5 0 0 0 0 0 0 0
  2 -2.5 0 0 0 0 0 0 0
  3 2.5 72 3.61929 6.83916 1337.04 -2.20864 2.37917 0.224587
  4 7.5 106 3.84455 10.0688 1173.81 -3.02726 1.89271 -0.43273
  5 12.5 103 5.73498 9.78379 1266.12 -3.88921 3.2305 -0.00709638
  6 17.5 102 5.26077 9.6888 1526.37 -4.16735 2.50254 0.442178
  7 22.5 109 5.44767 10.3537 1307.89 -4.49895 2.25058 -0.864312
  8 27.5 97 5.99454 9.21386 1330.89 -4.54429 2.91253 -0.0611665
  9 32.5 11 6.52096 1.04487 1050.68 -3.46446 4.66158 2.78982
  10 37.5 0 0 0 0 0 0 0
  11 42.5 0 0 0 0 0 0 0
  12 47.5 0 0 0 0 0 0 0
# Chunk-averaged data for fix fmobileHfstc1 and group mobileHf
# Timestep Number-of-chunks Total-count
# Chunk Coord1 Ncount v_vdisprms density/mass temp c_cdisp[3] v_vdispxy v_vdispxyvec
675000 12 600
  1 -7.5 0 0 0 0 0 0 0
  2 -2.5 0 0 0 0 0 0 0
  3 2.5 72 3.56739 6.83916 1270.01 -2.21484 2.31019 0.200021
  4 7.5 106 3.82923 10.0688 1406.53 -3.03666 1.87516 -0.300217
  5 12.5 103 5.68553 9.78379 1332.26 -3.83771 3.21178 -0.0113879
  6 17.5 102 5.24892 9.6888 1176.61 -4.12993 2.52207 0.525906
  7 22.5 109 5.37771 10.3537 1236.57 -4.41158 2.26892 -0.874266
  8 27.5 97 5.96367 9.21386 1143.75 -4.48306 2.91943 -0.0198963
  9 32.5 11 6.32384 1.04487 1498.69 -3.38952 4.53758 2.80997
  10 37.5 0 0 0 0 0 0 0
  11 42.5 0 0 0 0 0 0 0
  12 47.5 0 0 0 0 0 0 0
# Chunk-averaged data for fix fmobileHfstc1 and group mobileHf
# Timestep Number-of-chunks Total-count
# Chunk Coord1 Ncount v_vdisprms density/mass temp c_cdisp[3] v_vdispxy v_vdispxyvec
680000 12 600
  1 -7.5 0 0 0 0 0 0 0
  2 -2.5 0 0 0 0 0 0 0
  3 2.5 72 3.58145 6.83916 1416.68 -2.20325 2.33813 0.151465
  4 7.5 106 3.84309 10.0688 1201.05 -3.02089 1.90367 -0.351532
  5 12.5 103 5.72778 9.78379 1263.19 -3.88416 3.21473 -0.0627702
  6 17.5 102 5.25413 9.6888 1250.5 -4.15952 2.51386 0.47683
  7 22.5 109 5.41101 10.3537 993.263 -4.46573 2.23534 -0.932249
  8 27.5 97 5.99541 9.21386 1196.89 -4.54566 2.89935 -0.0266631
  9 32.5 11 6.45275 1.04487 1314.17 -3.4806 4.51807 2.79271
  10 37.5 0 0 0 0 0 0 0
  11 42.5 0 0 0 0 0 0 0
  12 47.5 0 0 0 0 0 0 0
# Chunk-averaged data for fix fmobileHfstc1 and group mobileHf
# Timestep Number-of-chunks Total-count
# Chunk Coord1 Ncount v_vdisprms density/mass temp c_cdisp[3] v_vdispxy v_vdispxyvec
685000 12 600
  1 -7.5 0 0 0 0 0 0 0
  2 -2.5 0 0 0 0 0 0 0
  3 2.5 72 3.61115 6.83916 1251.81 -2.20247 2.37342 0.276542
  4 7.5 106 3.85306 10.0688 1167.51 -3.05159 1.89122 -0.325604
  5 12.5 103 5.70465 9.78379 1280.99 -3.87454 3.21311 0.0550998
  6 17.5 102 5.28918 9.6888 1214.82 -4.17928 2.53898 0.591622
  7 22.5 109 5.4165 10.3537 1299.24 -4.4587 2.26815 -0.46328
  8 27.5 97 6.00155 9.21386 1405.46 -4.53023 2.92203 -0.0471579
  9 32.5 11 6.39062 1.04487 1415.16 -3.39802 4.58837 2.80495
  10 37.5 0 0 0 0 0 0 0
  11 42.5 0 0 0 0 0 0 0
  12 47.5 0 0 0 0 0 0 0
# Chunk-averaged data for fix fmobileHfstc1 and group mobileHf
# Timestep Number-of-chunks Total-count
# Chunk Coord1 Ncount v_vdisprms density/mass temp c_cdisp[3] v_vdispxy v_vdispxyvec
690000 12 600
  1 -7.5 0 0 0 0 0 0 0
  2 -2.5 0 0 0 0 0 0 0
  3 2.5 72 3.55718 6.83916 1264.98 -2.2155 2.29825 0.219256
  4 7.5 106 3.84484 10.0688 1342.65 -3.06108 1.88008 -0.349142
  5 12.5 103 5.73419 9.78379 1331.33 -3.86315 3.30138 -0.000655801
  6 17.5 102 5.2587 9.6888 1195.15 -4.14942 2.52884 0.411379
  7 22.5 109 5.44098 10.3537 1275.16 -4.49129 2.24484 -0.398897
  8 27.5 97 5.96238 9.21386 1397.84 -4.51648 2.88521 -0.122601
  9 32.5 11 6.28169 1.04487 1360.26 -3.30955 4.47116 2.8353
  10 37.5 0 0 0 0 0 0 0
  11 42.5 0 0 0 0 0 0 0
  12 47.5 0 0 0 0 0 0 0
# Chunk-averaged data for fix fmobileHfstc1 and group mobileHf
# Timestep Number-of-chunks Total-count
# Chunk Coord1 Ncount v_vdisprms density/mass temp c_cdisp[3] v_vdispxy v_vdispxyvec
695000 12 600
  1 -7.5 0 0 0 0 0 0 0
  2 -2.5 0 0 0 0 0 0 0
  3 2.5 72 3.61194 6.83916 1532.74 -2.21442 2.3728 0.149065
  4 7.5 106 3.83366 10.0688 1467.65 -3.04065 1.88634 -0.419833
  5 12.5 103 5.72767 9.78379 1277.18 -3.86934 3.27196 -0.021661
  6 17.5 102 5.27845 9.6888 1350.13 -4.15876 2.5401 0.460325
  7 22.5 109 5.43778 10.3537 1296.02 -4.46963 2.29967 -0.504141
  8 27.5 97 5.98883 9.21386 1499.11 -4.52614 2.93386 -0.06918
  9 32.5 11 6.40833 1.04487 1106.43 -3.40511 4.59821 2.89895
  10 37.5 0 0 0 0 0 0 0
  11 42.5 0 0 0 0 0 0 0
  12 47.5 0 0 0 0 0 0 0
# Chunk-averaged data for fix fmobileHfstc1 and group mobileHf
# Timestep Number-of-chunks Total-count
# Chunk Coord1 Ncount v_vdisprms density/mass temp c_cdisp[3] v_vdispxy v_vdispxyvec
700000 12 600
  1 -7.5 0 0 0 0 0 0 0
  2 -2.5 0 0 0 0 0 0 0
  3 2.5 72 3.57396 6.83916 1296.49 -2.20441 2.3201 0.221877
  4 7.5 106 3.80011 10.0688 1324.61 -2.99102 1.87104 -0.36559
  5 12.5 103 5.68316 9.78379 1309.07 -3.81703 3.24549 -0.028841
  6 17.5 102 5.24468 9.6888 1192.16 -4.13738 2.47832 0.430338
  7 22.5 109 5.40989 10.3537 1224.09 -4.46381 2.22734 -0.511171
  8 27.5 97 5.94994 9.21386 1216.24 -4.47001 2.92424 -0.0438425
  9 32.5 11 6.45467 1.04487 1402.13 -3.36347 4.63769 2.91607
  10 37.5 0 0 0 0 0 0 0
  11 42.5 0 0 0 0 0 0 0
  12 47.5 0 0 0 0 0 0 0
# Chunk-averaged data for fix fmobileHfstc1 and group mobileHf
# Timestep Number-of-chunks Total-count
# Chunk Coord1 Ncount v_vdisprms density/mass temp c_cdisp[3] v_vdispxy v_vdispxyvec
705000 12 600
  1 -7.5 0 0 0 0 0 0 0
  2 -2.5 0 0 0 0 0 0 0
  3 2.5 72 3.62213 6.83916 1129.32 -2.22868 2.36057 0.212259
  4 7.5 106 3.81124 10.0688 1306.7 -3.01944 1.8835 -0.457287
