# Chunk-averaged data for fix fmobileTastc1 and group mobileTa
# Timestep Number-of-chunks Total-count
# Chunk Coord1 Ncount v_vdisprms density/mass temp c_cdisp[3] v_vdispxy v_vdispxyvec
0 12 263
  12 47.5 64 5.11562 6.16304 335.876 -4.54501 1.67759 0.168196
# Chunk-averaged data for fix fmobileTastc1 and group mobileTa
# Timestep Number-of-chunks Total-count
# Chunk Coord1 Ncount v_vdisprms density/mass temp c_cdisp[3] v_vdispxy v_vdispxyvec
45000 12 263
  1 -7.5 0 0 0 0 0 0 0
  2 -2.5 0 0 0 0 0 0 0
  3 2.5 0 0 0 0 0 0 0
  4 7.5 0 0 0 0 0 0 0
  5 12.5 0 0 0 0 0 0 0
  6 17.5 0 0 0 0 0 0 0
  7 22.5 0 0 0 0 0 0 0
  8 27.5 2 4.42991 0.192595 129.834 -4.2345 1.04534 -0.648205
  9 32.5 69 4.80191 6.64452 268.138 -4.04815 1.72949 -0.202665
  10 37.5 66 5.00803 6.35563 281.29 -4.13471 1.91615 0.23244
  11 42.5 62 5.60564 5.97044 351.829 -4.34525 2.45798 -1.17587
  12 47.5 64 5.20427 6.16304 274.216 -4.6216 1.72461 0.0509605
# Chunk-averaged data for fix fmobileTastc1 and group mobileTa
# Timestep Number-of-chunks Total-count
# Chunk Coord1 Ncount v_vdisprms density/mass temp c_cdisp[3] v_vdispxy v_vdispxyvec
50000 12 263
  1 -7.5 0 0 0 0 0 0 0
  2 -2.5 0 0 0 0 0 0 0
  3 2.5 0 0 0 0 0 0 0
  4 7.5 0 0 0 0 0 0 0
  5 12.5 0 0 0 0 0 0 0
  6 17.5 0 0 0 0 0 0 0
  7 22.5 0 0 0 0 0 0 0
  8 27.5 2 4.58828 0.192595 141.022 -4.42175 0.9416 -0.692387
  9 32.5 69 4.80562 6.64452 321.838 -4.04651 1.73677 -0.253342
  10 37.5 66 5.03733 6.35563 246.722 -4.1554 1.92757 0.301062
  11 42.5 62 5.6788 5.97044 284.123 -4.41903 2.4777 -1.1662
  12 47.5 64 5.24699 6.16304 283.215 -4.6715 1.74023 0.101237
# Chunk-averaged data for fix fmobileTastc1 and group mobileTa
# Timestep Number-of-chunks Total-count
# Chunk Coord1 Ncount v_vdisprms density/mass temp c_cdisp[3] v_vdispxy v_vdispxyvec
55000 12 263
  1 -7.5 0 0 0 0 0 0 0
  2 -2.5 0 0 0 0 0 0 0
  3 2.5 0 0 0 0 0 0 0
  4 7.5 0 0 0 0 0 0 0
  5 12.5 0 0 0 0 0 0 0
  6 17.5 0 0 0 0 0 0 0
  7 22.5 0 0 0 0 0 0 0
  8 27.5 2 4.42646 0.192595 262.756 -4.2821 0.871429 -0.620733
  9 32.5 69 4.86248 6.64452 310.92 -4.11531 1.7136 -0.143711
  10 37.5 66 5.08159 6.35563 328.216 -4.20168 1.91959 0.311526
  11 42.5 62 5.73474 5.97044 265.91 -4.476 2.48381 -1.08861
  12 47.5 64 5.2736 6.16304 323.063 -4.70256 1.72174 -0.0137717
# Chunk-averaged data for fix fmobileTastc1 and group mobileTa
# Timestep Number-of-chunks Total-count
# Chunk Coord1 Ncount v_vdisprms density/mass temp c_cdisp[3] v_vdispxy v_vdispxyvec
60000 12 263
  1 -7.5 0 0 0 0 0 0 0
  2 -2.5 0 0 0 0 0 0 0
  3 2.5 0 0 0 0 0 0 0
  4 7.5 0 0 0 0 0 0 0
  5 12.5 0 0 0 0 0 0 0
  6 17.5 0 0 0 0 0 0 0
  7 22.5 0 0 0 0 0 0 0
  8 27.5 2 4.54035 0.192595 281.07 -4.3937 0.897394 -0.530034
  9 32.5 69 4.95252 6.64452 316.778 -4.19727 1.77449 0.543388
  10 37.5 66 5.14728 6.35563 294.814 -4.25832 1.9652 0.288842
  11 42.5 62 5.75125 5.97044 280.244 -4.49409 2.48874 -1.09702
  12 47.5 64 5.27431 6.16304 277.166 -4.70657 1.71062 0.051044
# Chunk-averaged data for fix fmobileTastc1 and group mobileTa
# Timestep Number-of-chunks Total-count
# Chunk Coord1 Ncount v_vdisprms density/mass temp c_cdisp[3] v_vdispxy v_vdispxyvec
65000 12 263
  1 -7.5 0 0 0 0 0 0 0
  2 -2.5 0 0 0 0 0 0 0
  3 2.5 0 0 0 0 0 0 0
  4 7.5 0 0 0 0 0 0 0
  5 12.5 0 0 0 0 0 0 0
  6 17.5 0 0 0 0 0 0 0
  7 22.5 0 0 0 0 0 0 0
  8 27.5 2 4.72371 0.192595 215.554 -4.55805 1.05764 -0.487173
  9 32.5 69 4.99651 6.64452 279.865 -4.22929 1.81931 -0.114023
  10 37.5 66 5.20059 6.35563 346.174 -4.30601 1.95261 0.148876
  11 42.5 62 5.7969 5.97044 299.641 -4.53869 2.52074 -1.09238
  12 47.5 64 5.34393 6.16304 308.174 -4.77182 1.74295 0.0946242
# Chunk-averaged data for fix fmobileTastc1 and group mobileTa
# Timestep Number-of-chunks Total-count
# Chunk Coord1 Ncount v_vdisprms density/mass temp c_cdisp[3] v_vdispxy v_vdispxyvec
70000 12 263
  1 -7.5 0 0 0 0 0 0 0
  2 -2.5 0 0 0 0 0 0 0
  3 2.5 0 0 0 0 0 0 0
  4 7.5 0 0 0 0 0 0 0
  5 12.5 0 0 0 0 0 0 0
  6 17.5 0 0 0 0 0 0 0
  7 22.5 0 0 0 0 0 0 0
  8 27.5 2 4.91091 0.192595 446.98 -4.77015 0.977443 -0.471293
  9 32.5 69 5.06879 6.64452 332.029 -4.29894 1.85987 0.51669
  10 37.5 66 5.19859 6.35563 315.171 -4.30006 1.96369 0.183292
  11 42.5 62 5.78761 5.97044 308.721 -4.51651 2.5324 -1.07631
  12 47.5 64 5.31667 6.16304 283.153 -4.74815 1.7275 0.0684559
# Chunk-averaged data for fix fmobileTastc1 and group mobileTa
# Timestep Number-of-chunks Total-count
# Chunk Coord1 Ncount v_vdisprms density/mass temp c_cdisp[3] v_vdispxy v_vdispxyvec
75000 12 263
  1 -7.5 0 0 0 0 0 0 0
  2 -2.5 0 0 0 0 0 0 0
  3 2.5 0 0 0 0 0 0 0
  4 7.5 0 0 0 0 0 0 0
  5 12.5 0 0 0 0 0 0 0
  6 17.5 0 0 0 0 0 0 0
  7 22.5 0 0 0 0 0 0 0
  8 27.5 2 4.79032 0.192595 157.489 -4.6286 1.05996 -0.477971
  9 32.5 69 5.11914 6.64452 276.592 -4.34231 1.88793 0.544055
  10 37.5 66 5.27776 6.35563 346.807 -4.36901 2.00723 0.255306
  11 42.5 62 5.82714 5.97044 338.959 -4.55408 2.53872 -1.21606
  12 47.5 64 5.35533 6.16304 284.756 -4.79602 1.7248 0.112211
# Chunk-averaged data for fix fmobileTastc1 and group mobileTa
# Timestep Number-of-chunks Total-count
# Chunk Coord1 Ncount v_vdisprms density/mass temp c_cdisp[3] v_vdispxy v_vdispxyvec
80000 12 263
  1 -7.5 0 0 0 0 0 0 0
  2 -2.5 0 0 0 0 0 0 0
  3 2.5 0 0 0 0 0 0 0
  4 7.5 0 0 0 0 0 0 0
  5 12.5 0 0 0 0 0 0 0
  6 17.5 0 0 0 0 0 0 0
  7 22.5 0 0 0 0 0 0 0
  8 27.5 2 4.92626 0.192595 266.247 -4.70525 1.29129 -0.463293
  9 32.5 69 5.15184 6.64452 285.488 -4.37608 1.88637 0.565166
  10 37.5 66 5.31743 6.35563 284.686 -4.42207 1.99964 0.325644
  11 42.5 62 5.86234 5.97044 275.091 -4.583 2.55607 -1.15636
  12 47.5 64 5.35102 6.16304 277.425 -4.78661 1.73131 0.11761
# Chunk-averaged data for fix fmobileTastc1 and group mobileTa
# Timestep Number-of-chunks Total-count
# Chunk Coord1 Ncount v_vdisprms density/mass temp c_cdisp[3] v_vdispxy v_vdispxyvec
85000 12 263
  1 -7.5 0 0 0 0 0 0 0
  2 -2.5 0 0 0 0 0 0 0
  3 2.5 0 0 0 0 0 0 0
  4 7.5 0 0 0 0 0 0 0
  5 12.5 0 0 0 0 0 0 0
  6 17.5 0 0 0 0 0 0 0
  7 22.5 0 0 0 0 0 0 0
  8 27.5 2 4.93673 0.192595 394.187 -4.7469 1.20053 -0.427215
  9 32.5 69 5.20051 6.64452 300.121 -4.42745 1.89513 0.60851
  10 37.5 66 5.3748 6.35563 322.682 -4.45722 2.06587 0.306359
  11 42.5 62 5.8886 5.97044 324.745 -4.60904 2.55003 -1.08953
  12 47.5 64 5.35249 6.16304 284.753 -4.78238 1.7547 0.0445567
# Chunk-averaged data for fix fmobileTastc1 and group mobileTa
# Timestep Number-of-chunks Total-count
# Chunk Coord1 Ncount v_vdisprms density/mass temp c_cdisp[3] v_vdispxy v_vdispxyvec
90000 12 263
  1 -7.5 0 0 0 0 0 0 0
  2 -2.5 0 0 0 0 0 0 0
  3 2.5 0 0 0 0 0 0 0
  4 7.5 0 0 0 0 0 0 0
  5 12.5 0 0 0 0 0 0 0
  6 17.5 0 0 0 0 0 0 0
  7 22.5 0 0 0 0 0 0 0
  8 27.5 2 5.10271 0.192595 222.741 -4.95865 1.13226 -0.257929
  9 32.5 69 5.26416 6.64452 326.003 -4.48805 1.92031 0.54862
  10 37.5 66 5.40443 6.35563 322.731 -4.48432 2.07179 0.412587
  11 42.5 62 5.89759 5.97044 310.464 -4.61319 2.55906 -1.08762
  12 47.5 64 5.34604 6.16304 298.798 -4.77789 1.7288 0.207531
# Chunk-averaged data for fix fmobileTastc1 and group mobileTa
# Timestep Number-of-chunks Total-count
# Chunk Coord1 Ncount v_vdisprms density/mass temp c_cdisp[3] v_vdispxy v_vdispxyvec
95000 12 263
  1 -7.5 0 0 0 0 0 0 0
  2 -2.5 0 0 0 0 0 0 0
  3 2.5 0 0 0 0 0 0 0
  4 7.5 0 0 0 0 0 0 0
  5 12.5 0 0 0 0 0 0 0
  6 17.5 0 0 0 0 0 0 0
  7 22.5 0 0 0 0 0 0 0
  8 27.5 2 5.0859 0.192595 214.386 -4.9205 1.24617 -1.24617
  9 32.5 69 5.28416 6.64452 270.947 -4.52089 1.89327 0.554278
  10 37.5 66 5.44003 6.35563 362.157 -4.5223 2.09551 0.261735
  11 42.5 62 5.91159 5.97044 308.723 -4.61372 2.57387 -1.18938
  12 47.5 64 5.36215 6.16304 309.88 -4.78913 1.74605 0.125208
# Chunk-averaged data for fix fmobileTastc1 and group mobileTa
# Timestep Number-of-chunks Total-count
# Chunk Coord1 Ncount v_vdisprms density/mass temp c_cdisp[3] v_vdispxy v_vdispxyvec
100000 12 263
  1 -7.5 0 0 0 0 0 0 0
  2 -2.5 0 0 0 0 0 0 0
  3 2.5 0 0 0 0 0 0 0
  4 7.5 0 0 0 0 0 0 0
  5 12.5 0 0 0 0 0 0 0
  6 17.5 0 0 0 0 0 0 0
  7 22.5 0 0 0 0 0 0 0
  8 27.5 2 5.06402 0.192595 223.907 -4.9161 1.1984 -1.1984
  9 32.5 69 5.34722 6.64452 300.745 -4.55511 1.96913 0.612113
  10 37.5 66 5.50047 6.35563 283.551 -4.57597 2.1247 0.263228
  11 42.5 62 5.90965 5.97044 330.46 -4.59691 2.57885 -1.10397
  12 47.5 64 5.36211 6.16304 279.476 -4.8065 1.69298 0.350269
# Chunk-averaged data for fix fmobileTastc1 and group mobileTa
# Timestep Number-of-chunks Total-count
# Chunk Coord1 Ncount v_vdisprms density/mass temp c_cdisp[3] v_vdispxy v_vdispxyvec
105000 12 263
  1 -7.5 0 0 0 0 0 0 0
  2 -2.5 0 0 0 0 0 0 0
  3 2.5 0 0 0 0 0 0 0
  4 7.5 0 0 0 0 0 0 0
  5 12.5 0 0 0 0 0 0 0
  6 17.5 0 0 0 0 0 0 0
  7 22.5 0 0 0 0 0 0 0
  8 27.5 2 5.06666 0.192595 171.585 -4.9188 1.20849 -1.20849
  9 32.5 69 5.35274 6.64452 287.019 -4.56374 1.96196 0.626692
  10 37.5 66 5.51633 6.35563 257.42 -4.59653 2.13301 0.3699
  11 42.5 62 5.96463 5.97044 322.357 -4.65287 2.61123 -1.18699
  12 47.5 64 5.43068 6.16304 388.322 -4.86829 1.72209 0.325452
# Chunk-averaged data for fix fmobileTastc1 and group mobileTa
# Timestep Number-of-chunks Total-count
# Chunk Coord1 Ncount v_vdisprms density/mass temp c_cdisp[3] v_vdispxy v_vdispxyvec
110000 12 263
  1 -7.5 0 0 0 0 0 0 0
  2 -2.5 0 0 0 0 0 0 0
  3 2.5 0 0 0 0 0 0 0
  4 7.5 0 0 0 0 0 0 0
  5 12.5 0 0 0 0 0 0 0
  6 17.5 0 0 0 0 0 0 0
  7 22.5 0 0 0 0 0 0 0
  8 27.5 2 5.10571 0.192595 266.883 -4.9372 1.29406 -1.29406
  9 32.5 69 5.39319 6.64452 347.877 -4.60651 1.96814 0.575072
  10 37.5 66 5.55445 6.35563 265.173 -4.63313 2.13851 0.349121
  11 42.5 62 6.00131 5.97044 293.078 -4.69591 2.61111 -1.1948
  12 47.5 64 5.52148 6.16304 323.861 -4.9506 1.76677 0.27075
# Chunk-averaged data for fix fmobileTastc1 and group mobileTa
# Timestep Number-of-chunks Total-count
# Chunk Coord1 Ncount v_vdisprms density/mass temp c_cdisp[3] v_vdispxy v_vdispxyvec
115000 12 263
  1 -7.5 0 0 0 0 0 0 0
  2 -2.5 0 0 0 0 0 0 0
  3 2.5 0 0 0 0 0 0 0
  4 7.5 0 0 0 0 0 0 0
  5 12.5 0 0 0 0 0 0 0
  6 17.5 0 0 0 0 0 0 0
  7 22.5 0 0 0 0 0 0 0
  8 27.5 2 5.09594 0.192595 261.29 -4.8939 1.41525 -1.41525
  9 32.5 69 5.36671 6.64452 283.059 -4.58355 1.95384 0.648632
  10 37.5 66 5.54748 6.35563 338.129 -4.63145 2.126 0.360401
  11 42.5 62 6.03529 5.97044 338.956 -4.72864 2.62236 -1.23324
  12 47.5 64 5.57695 6.16304 307.402 -4.9991 1.77641 0.267472
# Chunk-averaged data for fix fmobileTastc1 and group mobileTa
# Timestep Number-of-chunks Total-count
# Chunk Coord1 Ncount v_vdisprms density/mass temp c_cdisp[3] v_vdispxy v_vdispxyvec
120000 12 263
  1 -7.5 0 0 0 0 0 0 0
  2 -2.5 0 0 0 0 0 0 0
  3 2.5 0 0 0 0 0 0 0
  4 7.5 0 0 0 0 0 0 0
  5 12.5 0 0 0 0 0 0 0
  6 17.5 0 0 0 0 0 0 0
  7 22.5 0 0 0 0 0 0 0
  8 27.5 2 5.00693 0.192595 327.467 -4.85535 1.20927 -1.20927
  9 32.5 69 5.3612 6.64452 323.588 -4.57943 1.95323 0.616135
  10 37.5 66 5.53846 6.35563 262.63 -4.63122 2.11534 0.350488
  11 42.5 62 6.03152 5.97044 284.697 -4.70457 2.66588 -1.23625
  12 47.5 64 5.57525 6.16304 338.805 -4.99283 1.77976 0.196441
# Chunk-averaged data for fix fmobileTastc1 and group mobileTa
# Timestep Number-of-chunks Total-count
# Chunk Coord1 Ncount v_vdisprms density/mass temp c_cdisp[3] v_vdispxy v_vdispxyvec
125000 12 263
  1 -7.5 0 0 0 0 0 0 0
  2 -2.5 0 0 0 0 0 0 0
  3 2.5 0 0 0 0 0 0 0
  4 7.5 0 0 0 0 0 0 0
  5 12.5 0 0 0 0 0 0 0
  6 17.5 0 0 0 0 0 0 0
  7 22.5 0 0 0 0 0 0 0
  8 27.5 2 5.05579 0.192595 445.57 -4.88275 1.30602 -1.30602
  9 32.5 69 5.41551 6.64452 275.083 -4.62937 1.98113 0.604644
  10 37.5 66 5.58872 6.35563 320.444 -4.67714 2.15763 0.354786
  11 42.5 62 6.0458 5.97044 345.989 -4.72237 2.66583 -1.23733
  12 47.5 64 5.64284 6.16304 311.396 -5.04776 1.80997 0.219681
# Chunk-averaged data for fix fmobileTastc1 and group mobileTa
# Timestep Number-of-chunks Total-count
# Chunk Coord1 Ncount v_vdisprms density/mass temp c_cdisp[3] v_vdispxy v_vdispxyvec
130000 12 263
  1 -7.5 0 0 0 0 0 0 0
  2 -2.5 0 0 0 0 0 0 0
  3 2.5 0 0 0 0 0 0 0
  4 7.5 0 0 0 0 0 0 0
  5 12.5 0 0 0 0 0 0 0
  6 17.5 0 0 0 0 0 0 0
  7 22.5 0 0 0 0 0 0 0
  8 27.5 2 5.04821 0.192595 493.57 -4.90135 1.2056 -1.2056
  9 32.5 69 5.41552 6.64452 287.696 -4.63598 1.95624 0.632304
  10 37.5 66 5.56148 6.35563 236.851 -4.65267 2.13531 0.373768
  11 42.5 62 6.00603 5.97044 302.286 -4.70323 2.59435 -1.31438
  12 47.5 64 5.6197 6.16304 301.995 -5.01883 1.80427 0.250162
# Chunk-averaged data for fix fmobileTastc1 and group mobileTa
# Timestep Number-of-chunks Total-count
# Chunk Coord1 Ncount v_vdisprms density/mass temp c_cdisp[3] v_vdispxy v_vdispxyvec
135000 12 263
  1 -7.5 0 0 0 0 0 0 0
  2 -2.5 0 0 0 0 0 0 0
  3 2.5 0 0 0 0 0 0 0
  4 7.5 0 0 0 0 0 0 0
  5 12.5 0 0 0 0 0 0 0
  6 17.5 0 0 0 0 0 0 0
  7 22.5 0 0 0 0 0 0 0
  8 27.5 2 5.04544 0.192595 290.552 -4.8788 1.2572 -1.2572
  9 32.5 69 5.43478 6.64452 278.607 -4.64405 1.99723 0.738993
  10 37.5 66 5.57462 6.35563 282.783 -4.67665 2.15762 0.377945
  11 42.5 62 6.03843 5.97044 286.061 -4.72664 2.63605 -1.28819
  12 47.5 64 5.60826 6.16304 300.43 -5.01417 1.796 0.206984
# Chunk-averaged data for fix fmobileTastc1 and group mobileTa
# Timestep Number-of-chunks Total-count
# Chunk Coord1 Ncount v_vdisprms density/mass temp c_cdisp[3] v_vdispxy v_vdispxyvec
140000 12 263
  1 -7.5 0 0 0 0 0 0 0
  2 -2.5 0 0 0 0 0 0 0
  3 2.5 0 0 0 0 0 0 0
  4 7.5 0 0 0 0 0 0 0
  5 12.5 0 0 0 0 0 0 0
  6 17.5 0 0 0 0 0 0 0
  7 22.5 0 0 0 0 0 0 0
  8 27.5 2 5.05583 0.192595 312.063 -4.9011 1.2185 -1.2185
  9 32.5 69 5.40698 6.64452 311.783 -4.62071 1.96995 0.631721
  10 37.5 66 5.53829 6.35563 351.942 -4.64323 2.15275 0.359455
  11 42.5 62 6.05737 5.97044 324.408 -4.73641 2.65294 -1.30355
  12 47.5 64 5.65035 6.16304 298.165 -5.04873 1.82998 -0.600386
# Chunk-averaged data for fix fmobileTastc1 and group mobileTa
# Timestep Number-of-chunks Total-count
# Chunk Coord1 Ncount v_vdisprms density/mass temp c_cdisp[3] v_vdispxy v_vdispxyvec
145000 12 263
  1 -7.5 0 0 0 0 0 0 0
  2 -2.5 0 0 0 0 0 0 0
  3 2.5 0 0 0 0 0 0 0
  4 7.5 0 0 0 0 0 0 0
  5 12.5 0 0 0 0 0 0 0
  6 17.5 0 0 0 0 0 0 0
  7 22.5 0 0 0 0 0 0 0
  8 27.5 2 5.02362 0.192595 449.994 -4.8583 1.27343 -1.27343
  9 32.5 69 5.41444 6.64452 305.846 -4.61588 2.01127 0.640495
  10 37.5 66 5.57303 6.35563 283.491 -4.66419 2.19073 0.447939
